id	language	institutionID	institutionCode	collectionCode	basisOfRecord	materialSampleID	occurrenceID	catalogNumber	recordNumber	recordedBy	eventDate	habitat	eventRemarks	continent	country	countryCode	stateProvince	county	minimumElevationInMeters	maximumElevationInMeters	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	georeferenceRemarks	scientificName	acceptedNameUsage	nameAccordingTo	kingdom	class	order	family	genus	specificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	taxonomicStatus
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0313	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0313	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0313	HC6446(ref)	Hermes Cuadros	5/10/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 60%, altura dosel 15 m., Cobertura Rastrojo 40%., Caracteristicas del territorio: Plano arenoso., Presión dentro del fragmento: Cantera, infraestructura humana, tala intensiva, Presión en la matriz que rodea el fragmento: Infraestructura humana, tala intensiva.	SA	Colombia	CO	Magdalena	Santa Marta	55	55	"11°5'57"""	"74°12'48.8"""	grados minutos segundos	WGS84	11.0991667	-74.2135556	4		Piptadenia communis	Piptadenia gonoacantha (Mart.) J.F. Macbr.	Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Fabales	Fabaceae	Piptadenia	communis	Especie		Benth.	Sinónimo
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0314	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0314	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0314		Hermes Cuadros	5/10/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 60%, altura dosel 15 m., Cobertura Rastrojo 40%., Caracteristicas del territorio: Plano arenoso., Presión dentro del fragmento: Cantera, infraestructura humana, tala intensiva, Presión en la matriz que rodea el fragmento: Infraestructura humana, tala intensiva.	SA	Colombia	CO	Magdalena	Santa Marta	55	55	"11°5'57"""	"74°12'48.8"""	grados minutos segundos	WGS84	11.0991667	-74.2135556	4		Maclura tinctoria		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Rosales	Moraceae	Maclura	tinctoria	Especie		(L.) D. Don ex Steud.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0315	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0315	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0315		Hermes Cuadros	5/10/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 60%., Cobertura Rastrojo 40%, altura dosel 3 m., Caracteristicas del territorio: Plano arenoso., Presión dentro del fragmento: Cantera, infraestructura humana, tala intensiva, Presión en la matriz que rodea el fragmento: Infraestructura humana, tala intensiva.	SA	Colombia	CO	Magdalena	Santa Marta	55	55	"11°5'57"""	"74°12'48.8"""	grados minutos segundos	WGS84	11.0991667	-74.2135556	4		Combretum fruticosum		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Myrtales	Combretaceae	Combretum	fruticosum	Especie		(Loefl.) Stuntz	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0316	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0316	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0316		Hermes Cuadros	5/10/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 60%., Cobertura Rastrojo 40%, altura dosel 3 m., Caracteristicas del territorio: Plano arenoso., Presión dentro del fragmento: Cantera, infraestructura humana, tala intensiva, Presión en la matriz que rodea el fragmento: Infraestructura humana, tala intensiva.	SA	Colombia	CO	Magdalena	Santa Marta	55	55	"11°5'57"""	"74°12'48.8"""	grados minutos segundos	WGS84	11.0991667	-74.2135556	4		Maclura tinctoria		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Rosales	Moraceae	Maclura	tinctoria	Especie		(L.) D. Don ex Steud.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0317	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0317	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0317		Hermes Cuadros	5/10/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 60%., Cobertura Rastrojo 40%, altura dosel 3 m., Caracteristicas del territorio: Plano arenoso., Presión dentro del fragmento: Cantera, infraestructura humana, tala intensiva, Presión en la matriz que rodea el fragmento: Infraestructura humana, tala intensiva.	SA	Colombia	CO	Magdalena	Santa Marta	55	55	"11°5'57"""	"74°12'48.8"""	grados minutos segundos	WGS84	11.0991667	-74.2135556	4		Prosopis juliflora		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Fabales	Fabaceae	Prosopis	juliflora	Especie		(Sw.) DC.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0318	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0318	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0318		Hermes Cuadros	5/10/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 60%., Cobertura Rastrojo 40%, altura dosel 3 m., Caracteristicas del territorio: Plano arenoso., Presión dentro del fragmento: Cantera, infraestructura humana, tala intensiva, Presión en la matriz que rodea el fragmento: Infraestructura humana, tala intensiva.	SA	Colombia	CO	Magdalena	Santa Marta	55	55	"11°5'57"""	"74°12'48.8"""	grados minutos segundos	WGS84	11.0991667	-74.2135556	4		Quassia amara		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Sapindales	Simaroubaceae	Quassia	amara	Especie		L.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0319	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0319	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0319	HC6450(ref)	Hermes Cuadros	9/10/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 60%, altura emergente 30 m., Cobertura Rastrojo 40%., Caracteristicas del territorio: Pendiente, roca arenosa, esquistos., Presión dentro del fragmento: Infraestructura humana., Presión en la matriz que rodea el fragmento: Cultivos agrícolas.	SA	Colombia	CO	Magdalena	Cienaga	360	360	"10°56'56"""	"74°9'35"""	grados minutos segundos	WGS84	10.9488889	-74.1597222	6		Lonchocarpus sanctae-marthae	Muellera broadwayi (Urb.) M. Sousa 	Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Fabales	Fabaceae	Lonchocarpus	sanctae-marthae	Especie		Pittier	Sinónimo
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0320	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0320	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0320		Hermes Cuadros	9/10/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 60%, altura emergente 30 m., Cobertura Rastrojo 40%., Caracteristicas del territorio: Pendiente, roca arenosa, esquistos., Presión dentro del fragmento: Infraestructura humana., Presión en la matriz que rodea el fragmento: Cultivos agrícolas.	SA	Colombia	CO	Magdalena	Cienaga	360	360	"10°56'56"""	"74°9'35"""	grados minutos segundos	WGS84	10.9488889	-74.1597222	6		Astronium graveolens		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Sapindales	Anacardiaceae	Astronium	graveolens	Especie		Jacq.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0321	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0321	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0321		Hermes Cuadros	9/10/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 60%, altura emergente 30 m., Cobertura Rastrojo 40%., Caracteristicas del territorio: Pendiente, roca arenosa, esquistos., Presión dentro del fragmento: Infraestructura humana., Presión en la matriz que rodea el fragmento: Cultivos agrícolas.	SA	Colombia	CO	Magdalena	Cienaga	360	360	"10°56'56"""	"74°9'35"""	grados minutos segundos	WGS84	10.9488889	-74.1597222	6		Pseudobombax septenatum		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Malvales	Malvaceae	Pseudobombax	septenatum	Especie		(Jacq.) Dugand	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0322	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0322	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0322		Hermes Cuadros	9/10/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 60%, altura emergente 30 m., Cobertura Rastrojo 40%., Caracteristicas del territorio: Pendiente, roca arenosa, esquistos., Presión dentro del fragmento: Infraestructura humana., Presión en la matriz que rodea el fragmento: Cultivos agrícolas.	SA	Colombia	CO	Magdalena	Cienaga	360	360	"10°56'56"""	"74°9'35"""	grados minutos segundos	WGS84	10.9488889	-74.1597222	6		Bursera simaruba		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Sapindales	Burseraceae	Bursera	simaruba	Especie		(L.) Sarg.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0323	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0323	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0323		Hermes Cuadros	9/10/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 60%, altura emergente 30 m., Cobertura Rastrojo 40%., Caracteristicas del territorio: Pendiente, roca arenosa, esquistos., Presión dentro del fragmento: Infraestructura humana., Presión en la matriz que rodea el fragmento: Cultivos agrícolas.	SA	Colombia	CO	Magdalena	Cienaga	360	360	"10°56'56"""	"74°9'35"""	grados minutos segundos	WGS84	10.9488889	-74.1597222	6		Pradosia colombiana		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Ericales	Sapotaceae	Pradosia	colombiana	Especie		(Standl.) Penn. ex T.J. Ayers & Boufford	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0324	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0324	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0324		Hermes Cuadros	9/10/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 60%., Cobertura Rastrojo 40%, altura emergente 6 m., Caracteristicas del territorio: Pendiente, roca arenosa, esquistos., Presión dentro del fragmento: Infraestructura humana., Presión en la matriz que rodea el fragmento: Cultivos agrícolas.	SA	Colombia	CO	Magdalena	Cienaga	360	360	"10°56'56"""	"74°9'35"""	grados minutos segundos	WGS84	10.9488889	-74.1597222	6		Spondias mombin		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Sapindales	Anacardiaceae	Spondias	mombin	Especie		L.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0325	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0325	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0325		Hermes Cuadros	9/10/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 60%., Cobertura Rastrojo 40%, altura emergente 6 m., Caracteristicas del territorio: Pendiente, roca arenosa, esquistos., Presión dentro del fragmento: Infraestructura humana., Presión en la matriz que rodea el fragmento: Cultivos agrícolas.	SA	Colombia	CO	Magdalena	Cienaga	360	360	"10°56'56"""	"74°9'35"""	grados minutos segundos	WGS84	10.9488889	-74.1597222	6		Hura crepitans		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Malpighiales	Euphorbiaceae	Hura	crepitans	Especie		L.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0326	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0326	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0326		Hermes Cuadros	9/10/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 60%., Cobertura Rastrojo 40%, altura emergente 6 m., Caracteristicas del territorio: Pendiente, roca arenosa, esquistos., Presión dentro del fragmento: Infraestructura humana., Presión en la matriz que rodea el fragmento: Cultivos agrícolas.	SA	Colombia	CO	Magdalena	Cienaga	360	360	"10°56'56"""	"74°9'35"""	grados minutos segundos	WGS84	10.9488889	-74.1597222	6		Bursera simaruba		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Sapindales	Burseraceae	Bursera	simaruba	Especie		(L.) Sarg.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0327	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0327	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0327		Hermes Cuadros	9/10/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 60%., Cobertura Rastrojo 40%, altura emergente 6 m., Caracteristicas del territorio: Pendiente, roca arenosa, esquistos., Presión dentro del fragmento: Infraestructura humana., Presión en la matriz que rodea el fragmento: Cultivos agrícolas.	SA	Colombia	CO	Magdalena	Cienaga	360	360	"10°56'56"""	"74°9'35"""	grados minutos segundos	WGS84	10.9488889	-74.1597222	6		Cecropia peltata		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Rosales	Urticaceae	Cecropia	peltata	Especie		L.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0328	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0328	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0328		Hermes Cuadros	9/10/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 60%., Cobertura Rastrojo 40%, altura emergente 6 m., Caracteristicas del territorio: Pendiente, roca arenosa, esquistos., Presión dentro del fragmento: Infraestructura humana., Presión en la matriz que rodea el fragmento: Cultivos agrícolas.	SA	Colombia	CO	Magdalena	Cienaga	360	360	"10°56'56"""	"74°9'35"""	grados minutos segundos	WGS84	10.9488889	-74.1597222	6		Pterocarpus rohrii		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Fabales	Fabaceae	Pterocarpus	rohrii	Especie		Vahl	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0329	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0329	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0329		Hermes Cuadros	9/10/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 60%., Cobertura Rastrojo 40%, altura emergente 6 m., Caracteristicas del territorio: Pendiente, roca arenosa, esquistos., Presión dentro del fragmento: Infraestructura humana., Presión en la matriz que rodea el fragmento: Cultivos agrícolas.	SA	Colombia	CO	Magdalena	Cienaga	360	360	"10°56'56"""	"74°9'35"""	grados minutos segundos	WGS84	10.9488889	-74.1597222	6		Machaerium capote		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Fabales	Fabaceae	Machaerium	capote	Especie		Triana ex Dugand	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0330	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0330	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0330		Hermes Cuadros	9/10/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 60%., Cobertura Rastrojo 40%, altura emergente 6 m., Caracteristicas del territorio: Pendiente, roca arenosa, esquistos., Presión dentro del fragmento: Infraestructura humana., Presión en la matriz que rodea el fragmento: Cultivos agrícolas.	SA	Colombia	CO	Magdalena	Cienaga	360	360	"10°56'56"""	"74°9'35"""	grados minutos segundos	WGS84	10.9488889	-74.1597222	6		Cochlospermum vitifolium		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Malvales	Bixaceae	Cochlospermum	vitifolium	Especie		(Willd.) Spreng.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0331	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0331	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0331		Hermes Cuadros	9/10/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 60%, altura dosel 20 m., Cobertura Rastrojo 40%., Caracteristicas del territorio: Pendiente, roca arenosa, esquistos., Presión dentro del fragmento: Infraestructura humana., Presión en la matriz que rodea el fragmento: Cultivos agrícolas.	SA	Colombia	CO	Magdalena	Cienaga	360	360	"10°56'56"""	"74°9'35"""	grados minutos segundos	WGS84	10.9488889	-74.1597222	6		Pseudobombax septenatum		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Malvales	Malvaceae	Pseudobombax	septenatum	Especie		(Jacq.) Dugand	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0332	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0332	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0332		Hermes Cuadros	9/10/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 60%, altura dosel 20 m., Cobertura Rastrojo 40%., Caracteristicas del territorio: Pendiente, roca arenosa, esquistos., Presión dentro del fragmento: Infraestructura humana., Presión en la matriz que rodea el fragmento: Cultivos agrícolas.	SA	Colombia	CO	Magdalena	Cienaga	360	360	"10°56'56"""	"74°9'35"""	grados minutos segundos	WGS84	10.9488889	-74.1597222	6		Bursera graveolens		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Sapindales	Burseraceae	Bursera	graveolens	Especie		(Kunth) Triana & Planch.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0333	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0333	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0333	HC6439(ref)	Hermes Cuadros	9/10/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 60%, altura dosel 20 m., Cobertura Rastrojo 40%., Caracteristicas del territorio: Pendiente, roca arenosa, esquistos., Presión dentro del fragmento: Infraestructura humana., Presión en la matriz que rodea el fragmento: Cultivos agrícolas.	SA	Colombia	CO	Magdalena	Cienaga	360	360	"10°56'56"""	"74°9'35"""	grados minutos segundos	WGS84	10.9488889	-74.1597222	6		Platymiscium pinnatum		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Fabales	Fabaceae	Platymiscium	pinnatum	Especie		(Jacq.) Dugand	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0334	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0334	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0334		Hermes Cuadros	9/10/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 60%, altura dosel 20 m., Cobertura Rastrojo 40%., Caracteristicas del territorio: Pendiente, roca arenosa, esquistos., Presión dentro del fragmento: Infraestructura humana., Presión en la matriz que rodea el fragmento: Cultivos agrícolas.	SA	Colombia	CO	Magdalena	Cienaga	360	360	"10°56'56"""	"74°9'35"""	grados minutos segundos	WGS84	10.9488889	-74.1597222	6		Machaerium arboreum		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Fabales	Fabaceae	Machaerium	arboreum	Especie		(Jacq.) Benth.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0335	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0335	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0335		Hermes Cuadros	9/10/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 60%, altura dosel 20 m., Cobertura Rastrojo 40%., Caracteristicas del territorio: Pendiente, roca arenosa, esquistos., Presión dentro del fragmento: Infraestructura humana., Presión en la matriz que rodea el fragmento: Cultivos agrícolas.	SA	Colombia	CO	Magdalena	Cienaga	360	360	"10°56'56"""	"74°9'35"""	grados minutos segundos	WGS84	10.9488889	-74.1597222	6		Manihot carthagenensis		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Malpighiales	Euphorbiaceae	Manihot	carthagenensis	Especie		(Jacq.) Müll. Arg.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0336	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0336	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0336		Hermes Cuadros	9/10/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 60%., Cobertura Rastrojo 40%, altura dosel 4 m., Caracteristicas del territorio: Pendiente, roca arenosa, esquistos., Presión dentro del fragmento: Infraestructura humana., Presión en la matriz que rodea el fragmento: Cultivos agrícolas.	SA	Colombia	CO	Magdalena	Cienaga	360	360	"10°56'56"""	"74°9'35"""	grados minutos segundos	WGS84	10.9488889	-74.1597222	6		Guazuma ulmifolia		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Malvales	Malvaceae	Guazuma	ulmifolia	Especie		Lam.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0337	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0337	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0337		Hermes Cuadros	9/10/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 60%., Cobertura Rastrojo 40%, altura dosel 4 m., Caracteristicas del territorio: Pendiente, roca arenosa, esquistos., Presión dentro del fragmento: Infraestructura humana., Presión en la matriz que rodea el fragmento: Cultivos agrícolas.	SA	Colombia	CO	Magdalena	Cienaga	360	360	"10°56'56"""	"74°9'35"""	grados minutos segundos	WGS84	10.9488889	-74.1597222	6		Guarea trichilioides	Guarea grandiflora Decne. ex Steud.	Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Sapindales	Meliaceae	Guarea	trichilioides	Especie		L.	
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0338	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0338	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0338		Hermes Cuadros	9/10/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 60%., Cobertura Rastrojo 40%, altura dosel 4 m., Caracteristicas del territorio: Pendiente, roca arenosa, esquistos., Presión dentro del fragmento: Infraestructura humana., Presión en la matriz que rodea el fragmento: Cultivos agrícolas.	SA	Colombia	CO	Magdalena	Cienaga	360	360	"10°56'56"""	"74°9'35"""	grados minutos segundos	WGS84	10.9488889	-74.1597222	6		Triplaris americana		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Caryophyllales	Polygonaceae	Triplaris	americana	Especie		L.	Aceptado
