id	language	institutionID	institutionCode	collectionCode	basisOfRecord	materialSampleID	occurrenceID	catalogNumber	recordNumber	recordedBy	eventDate	habitat	eventRemarks	continent	country	countryCode	stateProvince	county	minimumElevationInMeters	maximumElevationInMeters	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	georeferenceRemarks	scientificName	acceptedNameUsage	nameAccordingTo	kingdom	class	order	family	genus	specificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	taxonomicStatus
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0001	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0001	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0001		Hermes Cuadros	26/09/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 90%, altura emergente 5 m., Cobertura Rastrojo 10%., Caracteristicas del territorio: Terreno pedregoso-rocoso meteorizado. Pendiente 30-40%., Presión dentro del fragmento: Tala selectiva., Presión en la matriz que rodea el fragmento: Tala selectiva, ganadería, cantera, infraestructura humana.	SA	Colombia	CO	Cesar	La Paz	220	220	"10°23'40.9"""	"73°9'27.1"""	grados minutos segundos	WGS84	10.3946944	-73.1575278	3		Bulnesia arborea		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Zygophyllales	Zygophyllaceae	Bulnesia	arborea	Especie		(Jacq.) Engl.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0002	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0002	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0002		Hermes Cuadros	26/09/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 90%, altura emergente 5 m., Cobertura Rastrojo 10%., Caracteristicas del territorio: Terreno pedregoso-rocoso meteorizado. Pendiente 30-40%., Presión dentro del fragmento: Tala selectiva., Presión en la matriz que rodea el fragmento: Tala selectiva, ganadería, cantera, infraestructura humana.	SA	Colombia	CO	Cesar	La Paz	220	220	"10°23'40.9"""	"73°9'27.1"""	grados minutos segundos	WGS84	10.3946944	-73.1575278	3		Piptadenia flava		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Fabales	Fabaceae	Piptadenia	flava	Especie		(Spreng. ex DC.) Benth.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0003	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0003	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0003		Hermes Cuadros	26/09/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 90%, altura emergente 5 m., Cobertura Rastrojo 10%., Caracteristicas del territorio: Terreno pedregoso-rocoso meteorizado. Pendiente 30-40%., Presión dentro del fragmento: Tala selectiva., Presión en la matriz que rodea el fragmento: Tala selectiva, ganadería, cantera, infraestructura humana.	SA	Colombia	CO	Cesar	La Paz	220	220	"10°23'40.9"""	"73°9'27.1"""	grados minutos segundos	WGS84	10.3946944	-73.1575278	3		Crateva tapia		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Brassicales	Capparaceae	Crateva	tapia	Especie		L.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0004	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0004	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0004		Hermes Cuadros	26/09/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 90%, altura emergente 5 m., Cobertura Rastrojo 10%., Caracteristicas del territorio: Terreno pedregoso-rocoso meteorizado. Pendiente 30-40%., Presión dentro del fragmento: Tala selectiva., Presión en la matriz que rodea el fragmento: Tala selectiva, ganadería, cantera, infraestructura humana.	SA	Colombia	CO	Cesar	La Paz	220	220	"10°23'40.9"""	"73°9'27.1"""	grados minutos segundos	WGS84	10.3946944	-73.1575278	3		Astronium graveolens		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Sapindales	Anacardiaceae	Astronium	graveolens	Especie		Jacq.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0005	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0005	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0005		Hermes Cuadros	26/09/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 90%, altura emergente 5 m., Cobertura Rastrojo 10%., Caracteristicas del territorio: Terreno pedregoso-rocoso meteorizado. Pendiente 30-40%., Presión dentro del fragmento: Tala selectiva., Presión en la matriz que rodea el fragmento: Tala selectiva, ganadería, cantera, infraestructura humana.	SA	Colombia	CO	Cesar	La Paz	220	220	"10°23'40.9"""	"73°9'27.1"""	grados minutos segundos	WGS84	10.3946944	-73.1575278	3		Acanthocereus tetragonus		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Caryophyllales	Cactaceae	Acanthocereus	tetragonus	Especie		(L.) Hummelinck	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0006	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0006	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0006		Hermes Cuadros	26/09/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 90%, altura dosel 3 m., Cobertura Rastrojo 10%., Caracteristicas del territorio: Terreno pedregoso-rocoso meteorizado. Pendiente 30-40%., Presión dentro del fragmento: Tala selectiva., Presión en la matriz que rodea el fragmento: Tala selectiva, ganadería, cantera, infraestructura humana.	SA	Colombia	CO	Cesar	La Paz	220	220	"10°23'40.9"""	"73°9'27.1"""	grados minutos segundos	WGS84	10.3946944	-73.1575278	3		Bulnesia arborea		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Zygophyllales	Zygophyllaceae	Bulnesia	arborea	Especie		(Jacq.) Engl.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0007	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0007	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0007		Hermes Cuadros	26/09/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 90%, altura dosel 3 m., Cobertura Rastrojo 10%., Caracteristicas del territorio: Terreno pedregoso-rocoso meteorizado. Pendiente 30-40%., Presión dentro del fragmento: Tala selectiva., Presión en la matriz que rodea el fragmento: Tala selectiva, ganadería, cantera, infraestructura humana.	SA	Colombia	CO	Cesar	La Paz	220	220	"10°23'40.9"""	"73°9'27.1"""	grados minutos segundos	WGS84	10.3946944	-73.1575278	3		Astronium graveolens		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Sapindales	Anacardiaceae	Astronium	graveolens	Especie		Jacq.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0008	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0008	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0008		Hermes Cuadros	26/09/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 90%, altura dosel 3 m., Cobertura Rastrojo 10%., Caracteristicas del territorio: Terreno pedregoso-rocoso meteorizado. Pendiente 30-40%., Presión dentro del fragmento: Tala selectiva., Presión en la matriz que rodea el fragmento: Tala selectiva, ganadería, cantera, infraestructura humana.	SA	Colombia	CO	Cesar	La Paz	220	220	"10°23'40.9"""	"73°9'27.1"""	grados minutos segundos	WGS84	10.3946944	-73.1575278	3		Handroanthus billbergii		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Lamiales	Bignoniaceae	Handroanthus	billbergii	Especie		(Bureau & K. Schum.) S. O. Grose	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0009	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0009	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0009		Hermes Cuadros	26/09/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 90%, altura dosel 3 m., Cobertura Rastrojo 10%., Caracteristicas del territorio: Terreno pedregoso-rocoso meteorizado. Pendiente 30-40%., Presión dentro del fragmento: Tala selectiva., Presión en la matriz que rodea el fragmento: Tala selectiva, ganadería, cantera, infraestructura humana.	SA	Colombia	CO	Cesar	La Paz	220	220	"10°23'40.9"""	"73°9'27.1"""	grados minutos segundos	WGS84	10.3946944	-73.1575278	3		Haematoxylum brasiletto		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Fabales	Fabaceae	Haematoxylum	brasiletto	Especie		H. Karst.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0010	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0010	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0010		Hermes Cuadros	26/09/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 90%, altura dosel 3 m., Cobertura Rastrojo 10%., Caracteristicas del territorio: Terreno pedregoso-rocoso meteorizado. Pendiente 30-40%., Presión dentro del fragmento: Tala selectiva., Presión en la matriz que rodea el fragmento: Tala selectiva, ganadería, cantera, infraestructura humana.	SA	Colombia	CO	Cesar	La Paz	220	220	"10°23'40.9"""	"73°9'27.1"""	grados minutos segundos	WGS84	10.3946944	-73.1575278	3		Piptadenia flava		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Fabales	Fabaceae	Piptadenia	flava	Especie		(Spreng. ex DC.) Benth.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0011	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0011	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0011		Hermes Cuadros	26/09/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 90%., Cobertura Rastrojo 10%, altura dosel 3 m., Caracteristicas del territorio: Terreno pedregoso-rocoso meteorizado. Pendiente 30-40%., Presión dentro del fragmento: Tala selectiva., Presión en la matriz que rodea el fragmento: Tala selectiva, ganadería, cantera, infraestructura humana.	SA	Colombia	CO	Cesar	La Paz	220	220	"10°23'40.9"""	"73°9'27.1"""	grados minutos segundos	WGS84	10.3946944	-73.1575278	3		Piptadenia flava		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Fabales	Fabaceae	Piptadenia	flava	Especie		(Spreng. ex DC.) Benth.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0012	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0012	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0012		Hermes Cuadros	26/09/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 90%., Cobertura Rastrojo 10%, altura dosel 3 m., Caracteristicas del territorio: Terreno pedregoso-rocoso meteorizado. Pendiente 30-40%., Presión dentro del fragmento: Tala selectiva., Presión en la matriz que rodea el fragmento: Tala selectiva, ganadería, cantera, infraestructura humana.	SA	Colombia	CO	Cesar	La Paz	220	220	"10°23'40.9"""	"73°9'27.1"""	grados minutos segundos	WGS84	10.3946944	-73.1575278	3		Crateva tapia		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Brassicales	Capparaceae	Crateva	tapia	Especie		L.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0013	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0013	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0013		Hermes Cuadros	26/09/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 90%., Cobertura Rastrojo 10%, altura dosel 3 m., Caracteristicas del territorio: Terreno pedregoso-rocoso meteorizado. Pendiente 30-40%., Presión dentro del fragmento: Tala selectiva., Presión en la matriz que rodea el fragmento: Tala selectiva, ganadería, cantera, infraestructura humana.	SA	Colombia	CO	Cesar	La Paz	220	220	"10°23'40.9"""	"73°9'27.1"""	grados minutos segundos	WGS84	10.3946944	-73.1575278	3		Stenocereus griseus		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Caryophyllales	Cactaceae	Stenocereus	griseus	Especie		(Haw.) Buxb.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0014	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0014	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0014		Hermes Cuadros	26/09/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 90%., Cobertura Rastrojo 10%, altura dosel 3 m., Caracteristicas del territorio: Terreno pedregoso-rocoso meteorizado. Pendiente 30-40%., Presión dentro del fragmento: Tala selectiva., Presión en la matriz que rodea el fragmento: Tala selectiva, ganadería, cantera, infraestructura humana.	SA	Colombia	CO	Cesar	La Paz	220	220	"10°23'40.9"""	"73°9'27.1"""	grados minutos segundos	WGS84	10.3946944	-73.1575278	3		Pereskia guamacho		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Caryophyllales	Cactaceae	Pereskia	guamacho	Especie		F.A.C. Weber	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2013_IN020:0015	es	820000142-2	IAvH	FMB	Espécimen preservado	IAvH-AAL892	IAvH:BICUB:CARIBE:PLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2013_IN020:0015	Temp-AAL892	HC6445	Hermes Cuadros	26/09/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 90%., Cobertura Rastrojo 10%, altura dosel 3 m., Caracteristicas del territorio: Terreno pedregoso-rocoso meteorizado. Pendiente 30-40%., Presión dentro del fragmento: Tala selectiva., Presión en la matriz que rodea el fragmento: Tala selectiva, ganadería, cantera, infraestructura humana.	SA	Colombia	CO	Cesar	La Paz	220	220	"10°23'40.9"""	"73°9'27.1"""	grados minutos segundos	WGS84	10.3946944	-73.1575278	3		Calliandra magdalenae		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Fabales	Fabaceae	Calliandra	magdalenae	Especie		(Bertero ex DC.) Benth.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2013_IN020:0016	es	820000142-2	IAvH	FMB	Espécimen preservado	IAvH-AAL893	IAvH:BICUB:CARIBE:PLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2013_IN020:0016	Temp-AAL893	HC6439	Hermes Cuadros	26/09/2013	Bosque Seco Tropical	Cobertura Rastrojo 100%, altura emergente 10 m., Caracteristicas del territorio: Terreno pedregoso-rocoso meteorizado. Pendiente 30-40%., Presión dentro del fragmento: Tala selectiva, pastoreo, infraestructura humana, Presión en la matriz que rodea el fragmento: Tala selectiva, ganadería, cantera, infraestructura humana.	SA	Colombia	CO	Cesar	La Paz	218	218	"10°23'54.9"""	"73°8'40.5"""	grados minutos segundos	WGS84	10.3985833	-73.1445833	5		Platymiscium pinnatum		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Fabales	Fabaceae	Platymiscium	pinnatum	Especie		(Jacq.) Dugand	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0017	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0017	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0017		Hermes Cuadros	26/09/2013	Bosque Seco Tropical	Cobertura Rastrojo 100%, altura emergente 10 m., Caracteristicas del territorio: Terreno pedregoso-rocoso meteorizado. Pendiente 30-40%., Presión dentro del fragmento: Tala selectiva, pastoreo, infraestructura humana, Presión en la matriz que rodea el fragmento: Tala selectiva, ganadería, cantera, infraestructura humana.	SA	Colombia	CO	Cesar	La Paz	218	218	"10°23'54.9"""	"73°8'40.5"""	grados minutos segundos	WGS84	10.3985833	-73.1445833	5		Astronium graveolens		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Sapindales	Anacardiaceae	Astronium	graveolens	Especie		Jacq.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0018	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0018	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0018		Hermes Cuadros	26/09/2013	Bosque Seco Tropical	Cobertura Rastrojo 100%, altura emergente 10 m., Caracteristicas del territorio: Terreno pedregoso-rocoso meteorizado. Pendiente 30-40%., Presión dentro del fragmento: Tala selectiva, pastoreo, infraestructura humana, Presión en la matriz que rodea el fragmento: Tala selectiva, ganadería, cantera, infraestructura humana.	SA	Colombia	CO	Cesar	La Paz	218	218	"10°23'54.9"""	"73°8'40.5"""	grados minutos segundos	WGS84	10.3985833	-73.1445833	5		Bursera simaruba		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Sapindales	Burseraceae	Bursera	simaruba	Especie		(L.) Sarg.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2013_IN020:0019	es	820000142-2	IAvH	FMB	Espécimen preservado	IAvH-AAL894	IAvH:BICUB:CARIBE:PLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2013_IN020:0019	Temp-AAL894	HC6451	Hermes Cuadros	26/09/2013	Bosque Seco Tropical	Cobertura Rastrojo 100%, altura emergente 10 m., Caracteristicas del territorio: Terreno pedregoso-rocoso meteorizado. Pendiente 30-40%., Presión dentro del fragmento: Tala selectiva, pastoreo, infraestructura humana, Presión en la matriz que rodea el fragmento: Tala selectiva, ganadería, cantera, infraestructura humana.	SA	Colombia	CO	Cesar	La Paz	218	218	"10°23'54.9"""	"73°8'40.5"""	grados minutos segundos	WGS84	10.3985833	-73.1445833	5		Aspidosperma polyneuron		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Gentianales	Apocynaceae	Aspidosperma	polyneuron	Especie		Müll. Arg.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0020	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0020	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0020		Hermes Cuadros	26/09/2013	Bosque Seco Tropical	Cobertura Rastrojo 100%, altura emergente 10 m., Caracteristicas del territorio: Terreno pedregoso-rocoso meteorizado. Pendiente 30-40%., Presión dentro del fragmento: Tala selectiva, pastoreo, infraestructura humana, Presión en la matriz que rodea el fragmento: Tala selectiva, ganadería, cantera, infraestructura humana.	SA	Colombia	CO	Cesar	La Paz	218	218	"10°23'54.9"""	"73°8'40.5"""	grados minutos segundos	WGS84	10.3985833	-73.1445833	5		Handroanthus billbergii		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Lamiales	Bignoniaceae	Handroanthus	billbergii	Especie		(Bureau & K. Schum.) S. O. Grose	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2013_IN020:0021	es	820000142-2	IAvH	FMB	Espécimen preservado	IAvH-AAL895	IAvH:BICUB:CARIBE:PLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2013_IN020:0021	Temp-AAL895	HC6450	Hermes Cuadros	26/09/2013	Bosque Seco Tropical	Cobertura Rastrojo 100%, altura emergente 10 m., Caracteristicas del territorio: Terreno pedregoso-rocoso meteorizado. Pendiente 30-40%., Presión dentro del fragmento: Tala selectiva, pastoreo, infraestructura humana, Presión en la matriz que rodea el fragmento: Tala selectiva, ganadería, cantera, infraestructura humana.	SA	Colombia	CO	Cesar	La Paz	218	218	"10°23'54.9"""	"73°8'40.5"""	grados minutos segundos	WGS84	10.3985833	-73.1445833	5		Lonchocarpus sanctae-marthae	Muellera broadwayi (Urb.) M. Sousa 	Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Fabales	Fabaceae	Lonchocarpus	sanctae-marthae	Especie		Pittier	Sinónimo
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0022	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0022	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0022		Hermes Cuadros	26/09/2013	Bosque Seco Tropical	Cobertura Rastrojo 100%, altura dosel 10 m., Caracteristicas del territorio: Terreno pedregoso-rocoso meteorizado. Pendiente 30-40%., Presión dentro del fragmento: Tala selectiva, pastoreo, infraestructura humana, Presión en la matriz que rodea el fragmento: Tala selectiva, ganadería, cantera, infraestructura humana.	SA	Colombia	CO	Cesar	La Paz	218	218	"10°23'54.9"""	"73°8'40.5"""	grados minutos segundos	WGS84	10.3985833	-73.1445833	5		Acacia farnesiana		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Fabales	Fabaceae	Acacia	farnesiana	Especie		(L.) Willd.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0023	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0023	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0023		Hermes Cuadros	26/09/2013	Bosque Seco Tropical	Cobertura Rastrojo 100%, altura dosel 10 m., Caracteristicas del territorio: Terreno pedregoso-rocoso meteorizado. Pendiente 30-40%., Presión dentro del fragmento: Tala selectiva, pastoreo, infraestructura humana, Presión en la matriz que rodea el fragmento: Tala selectiva, ganadería, cantera, infraestructura humana.	SA	Colombia	CO	Cesar	La Paz	218	218	"10°23'54.9"""	"73°8'40.5"""	grados minutos segundos	WGS84	10.3985833	-73.1445833	5		Piptadenia flava		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Fabales	Fabaceae	Piptadenia	flava	Especie		(Spreng. ex DC.) Benth.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0024	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0024	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0024		Hermes Cuadros	26/09/2013	Bosque Seco Tropical	Cobertura Rastrojo 100%, altura dosel 10 m., Caracteristicas del territorio: Terreno pedregoso-rocoso meteorizado. Pendiente 30-40%., Presión dentro del fragmento: Tala selectiva, pastoreo, infraestructura humana, Presión en la matriz que rodea el fragmento: Tala selectiva, ganadería, cantera, infraestructura humana.	SA	Colombia	CO	Cesar	La Paz	218	218	"10°23'54.9"""	"73°8'40.5"""	grados minutos segundos	WGS84	10.3985833	-73.1445833	5		Pithecellobium forfex	Pithecellobium roseum	Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Fabales	Fabaceae	Pithecellobium	forfex	Especie		(Kunth) Benth.	Sinónimo
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0025	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0025	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:0025		Hermes Cuadros	26/09/2013	Bosque Seco Tropical	Cobertura Rastrojo 100%, altura dosel 10 m., Caracteristicas del territorio: Terreno pedregoso-rocoso meteorizado. Pendiente 30-40%., Presión dentro del fragmento: Tala selectiva, pastoreo, infraestructura humana, Presión en la matriz que rodea el fragmento: Tala selectiva, ganadería, cantera, infraestructura humana.	SA	Colombia	CO	Cesar	La Paz	218	218	"10°23'54.9"""	"73°8'40.5"""	grados minutos segundos	WGS84	10.3985833	-73.1445833	5		Haematoxylum brasiletto		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Fabales	Fabaceae	Haematoxylum	brasiletto	Especie		H. Karst.	Aceptado
