"","Site","region","FIntMeanx","FIntcofv","MSPAdynM","MSPAdynCf","ESAcmeant","ESAccfvt","DisAmeanest","DisAmeanadjR2","DisAcoefvadjR2","DisVmeanest","DisVmeanadjR2","DisVcoefvest","DisVcoefvadjR2","Tmaxp90Feb","Tmaxp90Jul","TmaxRadj","Tmaxsigma","Precp10May","HumeRadj","Humesigma","evi90trend","evi90season","evi90peak","Seasigmaevi","Seasigcvevi","BNBmeanIndx","BNBmeantmpvarx","BNBcoefvIndx","BNBcoefvtmpvarx","CHeiMeanx","CHeiStdx","area","perimetro","DecLat","DecLong","DistMeanx"
"11",165,"Caribe",8.87303506650544,1.8594938174294,0,NA,23,0,-83.1774009632274,0.551863903183281,0.547152147240238,-0.532589254102108,0.35676277987768,0.000160595618574205,0.105378109023572,35.1540008544922,33.8320014953613,0.494467693277921,0.613403590231223,244.580004882813,0.623196940642899,2.51295961614749,0.140235537223619,0.594093803439335,1.56997877264607,0.0644321818373162,0.18073435999436,1.18887898851452,0.626564240455627,2.50241419713839,0.0757202259185919,13.079945799458,3.17902795231771,731443,13163,9.15927,-73.6184,0.568298969072165
"12",163,"Caribe",2.70403146509341,0.745687344042155,0.00185528756957298,0.000619534315504766,23,0,1.57111798396343,0.575462512171389,0.575462512171372,-1.47078821946697,0.910236546130532,-0.000394828955307133,0.641601808374996,35.4199981689453,34.0499992370605,0.549309188156614,0.574196353770064,262.694006347656,0.626161921792781,2.50405534845804,0.0575861169955928,0.444766759827331,1.21679317532571,0.0597777534519867,0.226531269404458,0.280716687440872,NA,2,NA,6.39782016348774,2.34356001633247,895516,5056,9.16362,-73.6467,0.0206825232678387
"13",162,"Caribe",9.12992922143579,2.38998673517488,-4.15845768926016,0.171774685127585,23,0,1.50175056591162,0.575462512171378,0.575462512171365,-51.7197924479101,0.70004427790956,0.00297143063557774,0.881890859063321,35.4799995422363,34.0699996948242,0.553075174241374,0.579920458246624,261.742990112305,0.622414722591073,2.50347536907914,0.0515616482433809,0.529032466347988,1.4806099502318,0.0585057707673483,0.2167912208033,8.03748018294573,1.00728848576546,1.97500454666542,0.227940820945364,9.11778656126482,2.24338478166988,3493295,20077,9.17577,-73.6588,0.764832214765101
"14",166,"Caribe",7.60538116591928,1.42481282693836,0,NA,23,NA,1.13399073946969,0.575462512171373,0.575462512171372,-112.61968653212,0.595275521686987,0.00906892849449989,0.924224189961325,35.4599990844727,34.0499992370605,0.54814984838175,0.588837148201178,258.619995117188,0.612980722025176,2.53444943661535,0.0651416826984825,0.474764207001116,1.85117008369407,0.0771383706322075,0.236579598337297,4.57828035950661,0.611053884029388,1.1237570193854,0.045472922151546,12.5172413793103,3.35857824642407,198955,2400,9.19039,-73.6435,0.158878504672897
"15",168,"Caribe",10.182612312812,2.02028034519032,0,NA,23,0,-35.2849658136982,0.675963382029234,0.902661648360361,-83.7123066295054,0.573139380232245,0.00958650167905879,0.563693455516243,35.439998626709,34.0299987792969,0.509157157092209,0.630654215822239,247.223999023438,0.610058203067892,2.53937164677816,0.0816837656607206,0.522115571202562,1.88546141914029,0.0736415426196158,0.227575201172046,0.29243803024292,0.459351450204849,NA,NA,14.3562211981567,3.25535633468228,2119711,11188,9.1929,-73.6314,0.352343059239611
"16",169,"Caribe",11.4949109414758,6.07938280769551,0,NA,23,0,-185.202833195471,0.586317426911066,0.590848772901274,-16.2568800564486,0.536293691486129,0.00354934616534391,0.487845022761603,35.3699989318848,33.9900016784668,0.543455551841104,0.579972749034683,251.059997558594,0.611374345050643,2.56173700424056,0.0839898183998797,0.590039558186666,2.05961185667716,0.0653540225330866,0.21678001354461,0.880962073802948,0.448090851306915,NA,NA,12.4360313315927,1.65618884309259,695772,3770,9.1872,-73.6007,0.129380053908356
"17",160,"Caribe",10.7722473604827,2.48307735636637,-4.95338524818542,40.4478526058116,23,0,-268.464041792496,0.574521252326266,0.528175223918919,-0.0276469525606771,-0.442822194855114,1.24301786600733e-05,-0.12457681051416,35.0120002746582,33.6989994049072,0.387244553755036,0.72287748901461,247.629002380371,0.58931972791793,2.60231384035566,0.13105705845374,0.1514258725791,3.75747292734262,0.112383709997798,0.218091015577073,0.485899418592453,0.600069463253021,NA,NA,14.0822027134876,2.96013625459629,1172143,14627,9.23463,-73.4918,0.556264964086193
"18",178,"Caribe",11.0328439910425,2.53406953286194,-0.875126603349225,0.159795288767889,23,0,-230.199511916586,0.546492022305237,0.493154899131663,-3.96145619124521,0.575355514084437,-0.000245950405907237,0.312203341450635,35.4700012207031,34.0400009155273,0.433817146934421,0.719870548194928,244.76199798584,0.584828803660602,2.66482064542164,0.0865681533771272,0.39895840878317,1.56572370041396,0.0649635258180442,0.373525435104451,0.202429548526804,0.656621526926756,0.758992156595637,1.28597627142892,14.1293871136721,3.13490589848596,3548124,8632,9.25629,-73.5314,0.174200370076659
"19",179,"Caribe",9.66575901974132,2.6201254342509,-2.38448009574635,-0.000915640097617465,23,0,-2.47175855483489,-0.188250540019534,0.192121750063732,-2.71024558880297,0.691908328872398,-0.00152553438416861,0.432497775280146,35.5299987792969,34.0400009155273,0.546193042387738,0.612053800830813,258.985000610352,0.580335018744799,2.72997559016501,0.0564989000933026,0.471661050178877,1.72169973270992,0.0674687875705278,0.314162780092738,0.0689479559659958,0.0521257556974888,1.4142135623731,NA,9.91719077568134,2.30005198897494,2588001,14879,9.30422,-73.5192,0.556277056277056
"20",157,"Caribe",7.37587657784011,1.62299510142377,0,NA,23,0,-423.595142230168,0.634783295294834,-0.245157038939753,-0.367190422538858,0.725702661837844,0.000355517525764278,0.271659955204394,35.418998336792,34.1290008544922,0.565037469805945,0.587695446780327,244.147999572754,0.64336393609261,3.22685022063836,0.0521671023345388,0.617387916646125,2.25359808131188,0.0836708282689545,0.269495848217304,0,NA,NA,NA,7.29121725731895,2.63111719287923,631512,5957,9.62673,-73.2911,0
"21",131,"Caribe",7.37567084078712,1.57140463048879,0,NA,23,0,-510.518522063036,0.584325148833264,0.0985637918762547,-0.381263201746317,-0.207337962561104,1.83598408424503e-05,-0.428488898565531,35.2599983215332,34,0.519671546220016,0.621424870323759,232.881994628906,0.638940429063019,3.28095172371046,0.0423786780862658,0.636757621191311,2.58389336400399,0.0899514957266184,0.26455673195703,1.03696878595899,0.0157123431563377,1.63522131061758,NA,8.45717463848721,2.82825018967412,986518,13892,9.63857,-73.2474,0.224857685009488
"22",158,"Caribe",8.36743215031315,2.01466144646292,0,NA,23,0,-586.746768689952,0.575462512171373,0.575462512171372,-0.373440771422233,-0.267787721750758,3.67828654713181e-06,0.0348680636976502,33.7350009918213,32.6620006561279,0.504186109962969,0.576565293054106,255.164996337891,0.636912724795475,3.23132029560489,0.082337683638357,0.484793289795789,1.99773430203548,0.0897522960368668,0.23023650639398,1.90547072887421,NA,NA,NA,11.206976744186,2.63850767922905,420450,4280,9.62761,-73.2054,0.48
"23",132,"Caribe",8.29732824427481,1.83723846163034,-0.744120732509323,0.0944430646736378,23,0,-699.932419336321,0.588049783716277,0.583335444455926,-0.260744317688463,0.200136021611526,6.3145863021803e-05,-0.000559713119968386,36.1199989318848,34.6800003051758,0.572535794827682,0.66978739425008,203.87900390625,0.65365325659743,3.13145890622541,0.156208023863665,0.626281527657098,2.7660555156373,0.0702958475421164,0.209063425159331,1.84409630298615,0.485744051635265,0.703431708488874,0.180752131433735,10.2458208315474,2.78485582633378,4619703,28498,9.90132,-73.2439,0.524204982783067
"24",133,"Caribe",11.7595242199621,2.658934910027,-5.01473312097916,0.0269066905350809,22.9903846153846,0.00426517734303035,-777.340029021892,0.58568413311426,0.550794124795601,-0.380849915010273,-0.0373726709272706,1.3608417413299e-05,-0.238316808555115,35.8080009460449,34.3600006103516,0.195399298243171,1.47646039648841,222.77200012207,0.643089408270969,3.37443113199156,0.0778964645037465,0.602122562271852,2.21708371658354,0.0816082656600315,0.324565365190484,0.912301649153233,1.29796057088034,1.72906427511776,0.719153968064071,15.2375077112893,3.38106470096054,10228918,20417,9.94451,-73.208,0.226366794660816
"25",135,"Caribe",6.95057034220532,1.53983747808659,0.0401606425702816,Inf,23,0,-741.498775860079,0.586138973603009,0.619421506995594,-0.0049305496339241,-0.49959573848377,0.0011323518758311,0.857491479571775,36.2099990844727,34.7599983215332,0.571562177281586,0.691582560800454,210.244998168945,0.647919652392587,3.65300676813999,0.0374736086357671,0.613014805109046,1.94784321447346,0.0750481612688214,0.230080027345597,1.0368013381958,1.00939679145813,1.73205080756888,NA,10.3070539419087,3.02125389308501,464209,3276,9.97248,-73.2465,0.580121703853955
"26",134,"Caribe",7.98706041120902,1.78461238777601,0.788653146085515,0.00222202806561644,23,0,-508.682570008359,0.581868100930808,0.580360837915297,-102.596362547881,0.574298276213095,-0.000165227423105821,0.758020283055229,36.3600006103516,34.8899993896484,0.587421893655117,0.674519389231046,185.669998168945,0.65423466132158,3.3128272057413,0.170367865223831,0.660392946158071,1.72571996000313,0.0777463048468325,0.172922249182612,4.01334975535671,0.746903175115585,1.37065272317429,0.521040783383672,9.27576223649688,2.40173278439547,11094740,29401,9.94719,-73.328,0.159837796739039
"27",137,"Caribe",9.8874138471178,1.98682563721646,-14.7866706387343,0.169293047602014,22.9795081967213,0.00617796114990017,-798.927124754456,0.583713159019045,0.61494964431397,-4.23102531298813,0.533857777888752,-0.000505189237587089,0.469990302243828,35.9300003051758,34.4500007629395,0.297393331592125,1.17329801415836,221.37799987793,0.641514749205909,3.61029538988239,0.0954427439491468,0.645691043660488,2.24926442254031,0.0810649439727999,0.255270178636069,1.20517967182856,0.8827795535326,2.78272053317788,0.714483688126055,14.2663891779396,3.41685108658078,22519625,41709,10.0018,-73.2179,0.442637947523806
