porcentaje de bosque;area cuenca ha;pendiente;temperatura promedio mensual;precipitacion promedio anual;indice;pendienteRegulacion;altitud;wyield;ws;dep;serie;region
0;4838.35;6.13157768;30.38708288;347.2618933;11.42794439;-0.580542325;71.50912476;60.67077303;9;bol;mosaico seco;1
0;37347.7;10.65864352;30.4139507;387.3364979;12.7354878;-0.6999622;229.5780945;73.34028999;10;bol;mosaico seco;1
0;1069.67;7.955968007;30.66108105;360.8995517;11.77060754;-0.549336399;73.48313904;101.3308378;11;bol;mosaico seco;1
0;1563.87;7.940550061;30.75354384;364.486629;11.85185782;-0.557778049;83.59362793;82.16518771;13;bol;mosaico seco;1
0;18131.3;9.187429018;32.35256445;351.0929859;10.85209138;-0.70157085;111.9420929;39.10644788;14;bol;mosaico seco;1
0;10463.7;8.439163458;32.55458119;357.4922007;10.98131776;-0.681102581;115.1747894;53.86861931;15;bol;mosaico seco;1
0;9247.02;8.926790518;32.47545157;364.8007719;11.23312392;-0.690441506;149.3002777;61.55103044;16;bol;mosaico seco;1
0;12168.7;6.296587523;32.19297078;354.9055707;11.02431873;-0.632294138;74.7952652;62.98043752;17;bol;mosaico seco;1
0;1154.99;5.029927697;30.78277904;336.180003;10.92104136;-0.545124948;31.69630241;68.68766123;18;bol;mosaico seco;1
0;1845.26;6.065169801;31.15523753;339.3562861;10.89243135;-0.621099954;68.87474823;48.65695287;19;bol;mosaico seco;1
0;3689.19;3.999968925;30.68120832;347.5755349;11.32861298;-0.488241707;38.92639542;77.23126116;20;bol;mosaico seco;1
0;638.945;4.800878758;30.128645;353.1903269;11.72274182;-0.069022157;28.75091743;90.6480091;22;bol;mosaico seco;1
0;19605.6;9.125402666;30.91524227;3991.823317;129.1215279;-0.93232688;102.4736023;2756.824802;2;bol;pasto humedo;1
0;40848.5;9.12235097;30.22768466;4010.84988;132.6879622;-0.918586181;117.0733643;2741.620803;3;bol;pasto humedo;1
0;15279.3;9.96574655;31.95776657;3965.977636;124.1005884;-0.8863172;125.4099197;2682.354032;4;bol;pasto humedo;1
0;73688.4;8.679194884;32.06596141;3520.321774;109.7837588;-0.650582215;224.8914185;2383.022568;6;bol;pasto humedo;1
0;8005.01;5.314496046;32.00308966;3046.603677;95.19717344;-0.509074294;94.08245087;1896.421632;7;bol;pasto humedo;1
0;12734.4;7.076769424;31.59596729;3188.71456;100.921568;-0.598477632;125.0820694;2104.997861;8;bol;pasto humedo;1
0;4838.35;6.13157768;31.67305326;3181.510251;100.4484861;-0.580542325;71.50912476;2079.406816;9;bol;pasto humedo;1
0;37347.7;10.65864352;31.38943203;3826.045329;121.8896005;-0.6999622;229.5780945;2682.266118;10;bol;pasto humedo;1
0;1069.67;7.955968007;31.63616618;3124.849989;98.77461041;-0.549336399;73.48313904;2164.61125;11;bol;pasto humedo;1
0;1563.87;7.940550061;31.65522413;3116.228618;98.44279117;-0.557778049;83.59362793;2069.670421;13;bol;pasto humedo;1
0;18131.3;9.187429018;32.65184251;3628.361699;111.1227245;-0.70157085;111.9420929;2398.828204;14;bol;pasto humedo;1
0;10463.7;8.439163458;33.17796476;3483.29249;104.9881304;-0.681102581;115.1747894;2316.006716;15;bol;pasto humedo;1
0;9247.02;8.926790518;33.04596932;3514.022854;106.337412;-0.690441506;149.3002777;2385.229794;16;bol;pasto humedo;1
0;12168.7;6.296587523;32.69073968;3122.020937;95.50169154;-0.632294138;74.7952652;1986.921686;17;bol;pasto humedo;1
0;1154.99;5.029927697;31.55925297;2825.848047;89.54103094;-0.545124948;31.69630241;1589.574426;18;bol;pasto humedo;1
0;1845.26;6.065169801;31.63237935;2883.066283;91.14288404;-0.621099954;68.87474823;1788.852105;19;bol;pasto humedo;1
0;3689.19;3.999968925;31.32849953;2918.231776;93.14942686;-0.488241707;38.92639542;1508.965785;20;bol;pasto humedo;1
0;638.945;4.800878758;31.55974215;2983.532147;94.53601152;-0.069022157;28.75091743;1695.704584;22;bol;pasto humedo;1
0;19605.6;9.125402666;30.60718538;1837.55357;60.03667267;-0.93232688;102.4736023;1040.81537;2;bol;pasto medio;1
0;40848.5;9.12235097;29.9592978;1841.526868;61.46762452;-0.918586181;117.0733643;1007.774457;3;bol;pasto medio;1
0;15279.3;9.96574655;31.80271021;1679.969231;52.82471902;-0.8863172;125.4099197;838.8240811;4;bol;pasto medio;1
0;73688.4;8.679194884;31.7379388;1267.816553;39.94640486;-0.650582215;224.8914185;586.7523732;6;bol;pasto medio;1
0;8005.01;5.314496046;31.75440355;1011.242437;31.84573867;-0.509074294;94.08245087;360.0098154;7;bol;pasto medio;1
0;12734.4;7.076769424;31.15054082;1179.252151;37.85655465;-0.598477632;125.0820694;549.307103;8;bol;pasto medio;1
0;4838.35;6.13157768;31.22743338;1162.124156;37.21484702;-0.580542325;71.50912476;525.6534753;9;bol;pasto medio;1
0;37347.7;10.65864352;31.00425475;1394.042133;44.9629299;-0.6999622;229.5780945;710.6103462;10;bol;pasto medio;1
0;1069.67;7.955968007;31.27114033;1207.423641;38.61143624;-0.549336399;73.48313904;644.4550962;11;bol;pasto medio;1
0;1563.87;7.940550061;31.44421407;1219.54525;38.78440871;-0.557778049;83.59362793;609.5590444;13;bol;pasto medio;1
0;18131.3;9.187429018;32.45012221;1353.288181;41.70363897;-0.70157085;111.9420929;590.5982267;14;bol;pasto medio;1
0;10463.7;8.439163458;32.86586414;1304.180466;39.68191618;-0.681102581;115.1747894;592.7171249;15;bol;pasto medio;1
0;9247.02;8.926790518;32.70089372;1314.556395;40.19940269;-0.690441506;149.3002777;620.5735982;16;bol;pasto medio;1
0;12168.7;6.296587523;32.37622426;1223.07723;37.77701872;-0.632294138;74.7952652;538.9518748;17;bol;pasto medio;1
0;1154.99;5.029927697;31.41841401;1196.755929;38.09090836;-0.545124948;31.69630241;511.7684875;18;bol;pasto medio;1
0;1845.26;6.065169801;31.58294971;1224.21625;38.76193519;-0.621099954;68.87474823;549.1071067;19;bol;pasto medio;1
0;3689.19;3.999968925;31.00671974;1206.277287;38.90373755;-0.488241707;38.92639542;477.978056;20;bol;pasto medio;1
0;638.945;4.800878758;31.15251967;1192.202386;38.26985421;-0.069022157;28.75091743;527.9398006;22;bol;pasto medio;1
0;19605.6;9.125402666;30.34167583;335.9590554;11.07252801;-0.93232688;102.4736023;39.31342465;2;bol;pasto seco;1
0;40848.5;9.12235097;29.39992866;344.5232367;11.71850587;-0.918586181;117.0733643;42.26200698;3;bol;pasto seco;1
0;15279.3;9.96574655;31.84263238;343.7705055;10.7959198;-0.8863172;125.4099197;31.66621029;4;bol;pasto seco;1
0;73688.4;8.679194884;30.569623;355.6865411;11.63529367;-0.650582215;224.8914185;55.91310003;6;bol;pasto seco;1
0;8005.01;5.314496046;30.8026027;280.5873058;9.109207703;-0.509074294;94.08245087;19.41022057;7;bol;pasto seco;1
0;12734.4;7.076769424;30.47023834;331.3283718;10.87383591;-0.598477632;125.0820694;55.05981416;8;bol;pasto seco;1
0;4838.35;6.13157768;30.38708288;347.2618933;11.42794439;-0.580542325;71.50912476;60.30281315;9;bol;pasto seco;1
0;37347.7;10.65864352;30.4139507;387.3364979;12.7354878;-0.6999622;229.5780945;72.7580218;10;bol;pasto seco;1
0;1069.67;7.955968007;30.66108105;360.8995517;11.77060754;-0.549336399;73.48313904;100.728654;11;bol;pasto seco;1
0;1563.87;7.940550061;30.75354384;364.486629;11.85185782;-0.557778049;83.59362793;81.3884759;13;bol;pasto seco;1
0;18131.3;9.187429018;32.35256445;351.0929859;10.85209138;-0.70157085;111.9420929;38.22181645;14;bol;pasto seco;1
0;10463.7;8.439163458;32.55458119;357.4922007;10.98131776;-0.681102581;115.1747894;53.11425558;15;bol;pasto seco;1
0;9247.02;8.926790518;32.47545157;364.8007719;11.23312392;-0.690441506;149.3002777;61.0044893;16;bol;pasto seco;1
0;12168.7;6.296587523;32.19297078;354.9055707;11.02431873;-0.632294138;74.7952652;62.71945294;17;bol;pasto seco;1
0;1154.99;5.029927697;30.78277904;336.180003;10.92104136;-0.545124948;31.69630241;68.45227553;18;bol;pasto seco;1
0;1845.26;6.065169801;31.15523753;339.3562861;10.89243135;-0.621099954;68.87474823;48.285593;19;bol;pasto seco;1
0;3689.19;3.999968925;30.68120832;347.5755349;11.32861298;-0.488241707;38.92639542;76.94352191;20;bol;pasto seco;1
0;638.945;4.800878758;30.128645;353.1903269;11.72274182;-0.069022157;28.75091743;90.32382796;22;bol;pasto seco;1
70.63598734;19605.6;9.125402666;30.91524227;3991.754331;129.1192964;-0.93232688;102.4736023;2739.98427;2;bol;reforestar humedo;1
65.71658416;40848.5;9.12235097;30.22768466;4010.757559;132.684908;-0.918586181;117.0733643;2726.159969;3;bol;reforestar humedo;1
81.68544749;15279.3;9.96574655;31.95776657;3966.178319;124.106868;-0.8863172;125.4099197;2665.079083;4;bol;reforestar humedo;1
67.6566749;73688.4;8.679194884;32.06596141;3520.43964;109.7874346;-0.650582215;224.8914185;2366.752953;6;bol;reforestar humedo;1
76.86160051;8005.01;5.314496046;32.00308966;3046.137873;95.1826185;-0.509074294;94.08245087;1877.205092;7;bol;reforestar humedo;1
78.22986364;12734.4;7.076769424;31.59596729;3188.463515;100.9136225;-0.598477632;125.0820694;2086.637476;8;bol;reforestar humedo;1
66.15918727;4838.35;6.13157768;31.67305326;3180.398045;100.4133709;-0.580542325;71.50912476;2066.020426;9;bol;reforestar humedo;1
87.94202831;37347.7;10.65864352;31.38943203;3825.792506;121.8815461;-0.6999622;229.5780945;2660.266124;10;bol;reforestar humedo;1
86.5747486;1069.67;7.955968007;31.63616618;3124.038715;98.74896653;-0.549336399;73.48313904;2146.939062;11;bol;reforestar humedo;1
96.48198373;1563.87;7.940550061;31.65522413;3115.887509;98.43201542;-0.557778049;83.59362793;2051.349082;13;bol;reforestar humedo;1
74.93885525;18131.3;9.187429018;32.65184251;3628.378584;111.1232416;-0.70157085;111.9420929;2387.705909;14;bol;reforestar humedo;1
86.28789145;10463.7;8.439163458;33.17796476;3483.080048;104.9817273;-0.681102581;115.1747894;2294.771509;15;bol;reforestar humedo;1
89.88538659;9247.02;8.926790518;33.04596932;3513.451678;106.3201277;-0.690441506;149.3002777;2361.416331;16;bol;reforestar humedo;1
73.42919001;12168.7;6.296587523;32.69073968;3121.422687;95.48339124;-0.632294138;74.7952652;1969.15035;17;bol;reforestar humedo;1
