"","Proyecto","Estacion","Departamento","CodPuntoConteo","Familia","Especie","PlotAsoc","Trans_c","Perm_c","individuos"
"1","GEF","Lluviosa","Cesar","L_C_MA_4","Trochilidae","Amazilia saucerottei","T2P3","Medium","Fire",1
"2","GEF","Lluviosa","Cesar","L_C_MA_1","Trochilidae","Amazilia tzacatl","T2P3","Medium","Fire",1
"3","GEF","Seca","Cesar","S_C_MA_35","Emberizidae","Arremon schlegeli","T2P3","Medium","Fire",2
"4","GEF","Seca","Cesar","S_C_MA_37","Emberizidae","Arremonops conirostris","T2P3","Medium","Fire",1
"5","GEF","Lluviosa","Cesar","L_C_MA_1","Tyrannidae","Atalotriccus pilaris","T2P3","Medium","Fire",1
"6","GEF","Lluviosa","Cesar","L_C_MA_2","Tyrannidae","Atalotriccus pilaris","T2P3","Medium","Fire",1
"7","GEF","Lluviosa","Cesar","L_C_MA_5","Tyrannidae","Atalotriccus pilaris","T2P3","Medium","Fire",1
"8","GEF","Lluviosa","Cesar","L_C_MA_6","Tyrannidae","Atalotriccus pilaris","T2P3","Medium","Fire",2
"9","GEF","Lluviosa","Cesar","L_C_MA_7","Tyrannidae","Atalotriccus pilaris","T2P3","Medium","Fire",2
"10","GEF","Seca","Cesar","S_C_MA_33","Tyrannidae","Atalotriccus pilaris","T2P3","Medium","Fire",2
"11","GEF","Seca","Cesar","S_C_MA_36","Tyrannidae","Atalotriccus pilaris","T2P3","Medium","Fire",2
"12","GEF","Seca","Cesar","S_C_MA_38","Tyrannidae","Atalotriccus pilaris","T2P3","Medium","Fire",3
"13","GEF","Seca","Cesar","S_C_MA_39","Tyrannidae","Atalotriccus pilaris","T2P3","Medium","Fire",1
"14","GEF","Lluviosa","Cesar","L_C_MA_1","Parulidae","Basileuterus rufifrons","T2P3","Medium","Fire",1
"15","GEF","Lluviosa","Cesar","L_C_MA_3","Parulidae","Basileuterus rufifrons","T2P3","Medium","Fire",2
"16","GEF","Lluviosa","Cesar","L_C_MA_4","Parulidae","Basileuterus rufifrons","T2P3","Medium","Fire",2
"17","GEF","Lluviosa","Cesar","L_C_MA_5","Parulidae","Basileuterus rufifrons","T2P3","Medium","Fire",2
"18","GEF","Lluviosa","Cesar","L_C_MA_6","Parulidae","Basileuterus rufifrons","T2P3","Medium","Fire",2
"19","GEF","Lluviosa","Cesar","L_C_MA_7","Parulidae","Basileuterus rufifrons","T2P3","Medium","Fire",2
"20","GEF","Seca","Cesar","S_C_MA_34","Parulidae","Basileuterus rufifrons","T2P3","Medium","Fire",2
"21","GEF","Seca","Cesar","S_C_MA_35","Parulidae","Basileuterus rufifrons","T2P3","Medium","Fire",2
"22","GEF","Lluviosa","Cesar","L_C_MA_6","Accipitridae","Busarellus nigricollis ","T2P3","Medium","Fire",1
"23","GEF","Seca","Cesar","S_C_MA_38","Accipitridae","Buteo nitidus","T2P3","Medium","Fire",2
"24","GEF","Lluviosa","Cesar","L_C_MA_2","Icteridae","Cacicus cela","T2P3","Medium","Fire",2
"25","GEF","Lluviosa","Cesar","L_C_MA_7","Icteridae","Cacicus cela","T2P3","Medium","Fire",1
"26","GEF","Lluviosa","Cesar","L_C_MA_5","Picidae","Campephilus melanoleucos","T2P3","Medium","Fire",1
"27","GEF","Lluviosa","Cesar","L_C_MA_1","Troglodytidae","Campylorhynchus griseus","T2P3","Medium","Fire",2
"28","GEF","Lluviosa","Cesar","L_C_MA_2","Troglodytidae","Campylorhynchus griseus","T2P3","Medium","Fire",2
"29","GEF","Seca","Cesar","S_C_MA_32","Troglodytidae","Campylorhynchus griseus","T2P3","Medium","Fire",2
"30","GEF","Seca","Cesar","S_C_MA_33","Troglodytidae","Campylorhynchus griseus","T2P3","Medium","Fire",1
"31","GEF","Seca","Cesar","S_C_MA_39","Troglodytidae","Campylorhynchus griseus","T2P3","Medium","Fire",1
"32","GEF","Lluviosa","Cesar","L_C_MA_2","Troglodytidae","Cantorchilus leucotis","T2P3","Medium","Fire",2
"33","GEF","Seca","Cesar","S_C_MA_32","Troglodytidae","Cantorchilus leucotis","T2P3","Medium","Fire",2
"34","GEF","Seca","Cesar","S_C_MA_33","Troglodytidae","Cantorchilus leucotis","T2P3","Medium","Fire",1
"35","GEF","Lluviosa","Cesar","L_C_MA_3","Tyrannidae","Capsiempis flaveola","T2P3","Medium","Fire",1
"36","GEF","Seca","Cesar","S_C_MA_36","Turdidae","Catharus ustulatus","T2P3","Medium","Fire",1
"37","GEF","Seca","Cesar","S_C_MA_37","Turdidae","Catharus ustulatus","T2P3","Medium","Fire",1
"38","GEF","Lluviosa","Cesar","L_C_MA_1","Trochilidae","Chalybura buffonii","T2P3","Medium","Fire",1
"39","GEF","Lluviosa","Cesar","L_C_MA_3","Trochilidae","Chalybura buffonii","T2P3","Medium","Fire",1
"40","GEF","Seca","Cesar","S_C_MA_34","Trochilidae","Chalybura buffonii","T2P3","Medium","Fire",1
"41","GEF","Seca","Cesar","S_C_MA_35","Trochilidae","Chalybura buffonii","T2P3","Medium","Fire",1
"42","GEF","Seca","Cesar","S_C_MA_38","Trochilidae","Chalybura buffonii","T2P3","Medium","Fire",1
"43","GEF","Lluviosa","Cesar","L_C_MA_3","Pipridae","Chiroxiphia lanceolata","T2P3","Medium","Fire",2
"44","GEF","Lluviosa","Cesar","L_C_MA_4","Pipridae","Chiroxiphia lanceolata","T2P3","Medium","Fire",4
"45","GEF","Lluviosa","Cesar","L_C_MA_5","Pipridae","Chiroxiphia lanceolata","T2P3","Medium","Fire",3
"46","GEF","Lluviosa","Cesar","L_C_MA_6","Pipridae","Chiroxiphia lanceolata","T2P3","Medium","Fire",3
"47","GEF","Seca","Cesar","S_C_MA_33","Pipridae","Chiroxiphia lanceolata","T2P3","Medium","Fire",1
"48","GEF","Seca","Cesar","S_C_MA_34","Pipridae","Chiroxiphia lanceolata","T2P3","Medium","Fire",1
"49","GEF","Seca","Cesar","S_C_MA_35","Pipridae","Chiroxiphia lanceolata","T2P3","Medium","Fire",1
"50","GEF","Seca","Cesar","S_C_MA_36","Pipridae","Chiroxiphia lanceolata","T2P3","Medium","Fire",3
"51","GEF","Seca","Cesar","S_C_MA_37","Pipridae","Chiroxiphia lanceolata","T2P3","Medium","Fire",1
"52","GEF","Seca","Cesar","S_C_MA_38","Pipridae","Chiroxiphia lanceolata","T2P3","Medium","Fire",1
"53","GEF","Seca","Cesar","S_C_MA_39","Pipridae","Chiroxiphia lanceolata","T2P3","Medium","Fire",1
"54","GEF","Lluviosa","Cesar","L_C_MA_4","Trochilidae","Chlorostilbon gibsoni","T2P3","Medium","Fire",1
"55","GEF","Seca","Cesar","S_C_MA_34","Trochilidae","Chlorostilbon gibsoni","T2P3","Medium","Fire",1
"56","GEF","Seca","Cesar","S_C_MA_38","Trochilidae","Chlorostilbon gibsoni","T2P3","Medium","Fire",1
"57","GEF","Lluviosa","Cesar","L_C_MA_2","Columbidae","Claravis pretiosa","T2P3","Medium","Fire",1
"58","GEF","Seca","Cesar","S_C_MA_33","Columbidae","Claravis pretiosa","T2P3","Medium","Fire",1
"59","GEF","Seca","Cesar","S_C_MA_34","Columbidae","Claravis pretiosa","T2P3","Medium","Fire",2
"60","GEF","Seca","Cesar","S_C_MA_35","Columbidae","Claravis pretiosa","T2P3","Medium","Fire",1
"61","GEF","Seca","Cesar","S_C_MA_36","Columbidae","Claravis pretiosa","T2P3","Medium","Fire",1
"62","GEF","Lluviosa","Cesar","L_C_MA_6","Tyrannidae","Cnemotriccus fuscatus","T2P3","Medium","Fire",1
"63","GEF","Seca","Cesar","S_C_MA_33","Cuculidae","Coccyzus americanus","T2P3","Medium","Fire",1
"64","GEF","Seca","Cesar","S_C_MA_32","Thraupidae","Coereba flaveola","T2P3","Medium","Fire",1
"65","GEF","Seca","Cesar","S_C_MA_35","Thraupidae","Coereba flaveola","T2P3","Medium","Fire",2
"66","GEF","Seca","Cesar","S_C_MA_33","Thraupidae","Conirostrum leucogenys","T2P3","Medium","Fire",1
"67","GEF","Lluviosa","Cesar","L_C_MA_5","Tyrannidae","Contopus virens","T2P3","Medium","Fire",1
"68","GEF","Lluviosa","Cesar","L_C_MA_2","Tinamidae","Crypturellus soui","T2P3","Medium","Fire",2
"69","GEF","Seca","Cesar","S_C_MA_32","Tinamidae","Crypturellus soui","T2P3","Medium","Fire",1
"70","GEF","Seca","Cesar","S_C_MA_33","Tinamidae","Crypturellus soui","T2P3","Medium","Fire",1
"71","GEF","Lluviosa","Cesar","L_C_MA_3","Cardinalidae","Cyanocompsa cyanoides","T2P3","Medium","Fire",1
"72","GEF","Lluviosa","Cesar","L_C_MA_5","Cardinalidae","Cyanocompsa cyanoides","T2P3","Medium","Fire",1
"73","GEF","Lluviosa","Cesar","L_C_MA_1","Corvidae","Cyanocorax affinis","T2P3","Medium","Fire",2
"74","GEF","Lluviosa","Cesar","L_C_MA_2","Corvidae","Cyanocorax affinis","T2P3","Medium","Fire",2
"75","GEF","Lluviosa","Cesar","L_C_MA_3","Corvidae","Cyanocorax affinis","T2P3","Medium","Fire",3
"76","GEF","Lluviosa","Cesar","L_C_MA_6","Corvidae","Cyanocorax affinis","T2P3","Medium","Fire",2
"77","GEF","Seca","Cesar","S_C_MA_32","Corvidae","Cyanocorax affinis","T2P3","Medium","Fire",1
"78","GEF","Lluviosa","Cesar","L_C_MA_2","Vireonidae","Cyclarhis gujanensis","T2P3","Medium","Fire",2
"79","GEF","Lluviosa","Cesar","L_C_MA_3","Vireonidae","Cyclarhis gujanensis","T2P3","Medium","Fire",1
"80","GEF","Seca","Cesar","S_C_MA_36","Vireonidae","Cyclarhis gujanensis","T2P3","Medium","Fire",1
"81","GEF","Seca","Cesar","S_C_MA_37","Vireonidae","Cyclarhis gujanensis","T2P3","Medium","Fire",1
"82","GEF","Seca","Cesar","S_C_MA_38","Vireonidae","Cyclarhis gujanensis","T2P3","Medium","Fire",2
"83","GEF","Seca","Cesar","S_C_MA_39","Vireonidae","Cyclarhis gujanensis","T2P3","Medium","Fire",1
"84","GEF","Lluviosa","Cesar","L_C_MA_6","Furnariidae","Dendrocincla fuliginosa","T2P3","Medium","Fire",1
"85","GEF","Seca","Cesar","S_C_MA_38","Furnariidae","Dendroplex picus","T2P3","Medium","Fire",2
"86","GEF","Seca","Cesar","S_C_MA_32","Picidae","Dryocopus lineatus","T2P3","Medium","Fire",1
"87","GEF","Seca","Cesar","S_C_MA_33","Picidae","Dryocopus lineatus","T2P3","Medium","Fire",1
"88","GEF","Seca","Cesar","S_C_MA_32","Tyrannidae","Elaenia flavogaster","T2P3","Medium","Fire",1
"89","GEF","Seca","Cesar","S_C_MA_36","Tyrannidae","Empidonax traillii","T2P3","Medium","Fire",1
"90","GEF","Seca","Cesar","S_C_MA_36","Thraupidae","Eucometis penicillata","T2P3","Medium","Fire",2
"91","GEF","Lluviosa","Cesar","L_C_MA_5","Thraupidae","Euphonia laniirostris","T2P3","Medium","Fire",1
"92","GEF","Seca","Cesar","S_C_MA_34","Thraupidae","Euphonia trinitatis","T2P3","Medium","Fire",2
"93","GEF","Seca","Cesar","S_C_MA_38","Trochilidae","Florisuga mellivora","T2P3","Medium","Fire",1
"94","GEF","Seca","Cesar","S_C_MA_32","Thamnophilidae","Formicivora intermedia","T2P3","Medium","Fire",1
"95","GEF","Lluviosa","Cesar","L_C_MA_1","Psittacidae","Forpus passerinus","T2P3","Medium","Fire",5
"96","GEF","Lluviosa","Cesar","L_C_MA_5","Galbulidae","Galbula ruficauda","T2P3","Medium","Fire",1
"97","GEF","Seca","Cesar","S_C_MA_35","Galbulidae","Galbula ruficauda","T2P3","Medium","Fire",1
"98","GEF","Seca","Cesar","S_C_MA_38","Galbulidae","Galbula ruficauda","T2P3","Medium","Fire",1
"99","GEF","Seca","Cesar","S_C_MA_32","Strigidae","Glaucidium brasilianum","T2P3","Medium","Fire",1
"100","GEF","Seca","Cesar","S_C_MA_34","Strigidae","Glaucidium brasilianum","T2P3","Medium","Fire",1
"101","GEF","Seca","Cesar","S_C_MA_35","Strigidae","Glaucidium brasilianum","T2P3","Medium","Fire",2
"102","GEF","Seca","Cesar","S_C_MA_38","Strigidae","Glaucidium brasilianum","T2P3","Medium","Fire",1
"103","GEF","Lluviosa","Cesar","L_C_MA_4","Trochilidae","Glaucis hirsutus","T2P3","Medium","Fire",1
"104","GEF","Lluviosa","Cesar","L_C_MA_7","Trochilidae","Glaucis hirsutus","T2P3","Medium","Fire",1
"105","GEF","Seca","Cesar","S_C_MA_37","Furnariidae","Glyphorhynchus spirurus","T2P3","Medium","Fire",1
"106","GEF","Lluviosa","Cesar","L_C_MA_2","Vireonidae","Hylophilus flavipes","T2P3","Medium","Fire",2
"107","GEF","Lluviosa","Cesar","L_C_MA_5","Vireonidae","Hylophilus flavipes","T2P3","Medium","Fire",1
"108","GEF","Lluviosa","Cesar","L_C_MA_6","Vireonidae","Hylophilus flavipes","T2P3","Medium","Fire",1
"109","GEF","Seca","Cesar","S_C_MA_33","Vireonidae","Hylophilus flavipes","T2P3","Medium","Fire",1
"110","GEF","Seca","Cesar","S_C_MA_38","Vireonidae","Hylophilus flavipes","T2P3","Medium","Fire",1
"111","GEF","Seca","Cesar","S_C_MA_33","Icteridae","Icterus mesomelas","T2P3","Medium","Fire",1
"112","GEF","Seca","Cesar","S_C_MA_35","Icteridae","Icterus mesomelas","T2P3","Medium","Fire",2
"113","GEF","Seca","Cesar","S_C_MA_36","Icteridae","Icterus mesomelas","T2P3","Medium","Fire",2
"114","GEF","Seca","Cesar","S_C_MA_33","Furnariidae","Lepidocolaptes souleyetii","T2P3","Medium","Fire",1
"115","GEF","Seca","Cesar","S_C_MA_37","Tyrannidae","Leptopogon amaurocephalus","T2P3","Medium","Fire",1
"116","GEF","Seca","Cesar","S_C_MA_32","Columbidae","Leptotila verreauxi","T2P3","Medium","Fire",2
"117","GEF","Seca","Cesar","S_C_MA_33","Columbidae","Leptotila verreauxi","T2P3","Medium","Fire",1
"118","GEF","Seca","Cesar","S_C_MA_34","Columbidae","Leptotila verreauxi","T2P3","Medium","Fire",1
"119","GEF","Seca","Cesar","S_C_MA_35","Columbidae","Leptotila verreauxi","T2P3","Medium","Fire",1
"120","GEF","Seca","Cesar","S_C_MA_36","Columbidae","Leptotila verreauxi","T2P3","Medium","Fire",2
"121","GEF","Seca","Cesar","S_C_MA_39","Columbidae","Leptotila verreauxi","T2P3","Medium","Fire",1
"122","GEF","Lluviosa","Cesar","L_C_MA_5","Pipridae","Manacus manacus","T2P3","Medium","Fire",1
"123","GEF","Lluviosa","Cesar","L_C_MA_7","Pipridae","Manacus manacus","T2P3","Medium","Fire",1
"124","GEF","Lluviosa","Cesar","L_C_MA_3","Tyrannidae","Megarynchus pitangua","T2P3","Medium","Fire",1
"125","GEF","Lluviosa","Cesar","L_C_MA_5","Tyrannidae","Megarynchus pitangua","T2P3","Medium","Fire",1
"126","GEF","Seca","Cesar","S_C_MA_32","Tyrannidae","Megarynchus pitangua","T2P3","Medium","Fire",1
"127","GEF","Seca","Cesar","S_C_MA_37","Tyrannidae","Megarynchus pitangua","T2P3","Medium","Fire",1
"128","GEF","Lluviosa","Cesar","L_C_MA_4","Picidae","Melanerpes rubricapillus","T2P3","Medium","Fire",1
"129","GEF","Seca","Cesar","S_C_MA_32","Picidae","Melanerpes rubricapillus","T2P3","Medium","Fire",1
"130","GEF","Seca","Cesar","S_C_MA_37","Picidae","Melanerpes rubricapillus","T2P3","Medium","Fire",1
"131","GEF","Lluviosa","Cesar","L_C_MA_1","Falconidae","Milvago chimachima","T2P3","Medium","Fire",1
"132","GEF","Seca","Cesar","S_C_MA_37","Tyrannidae","Mionectes oleagineus","T2P3","Medium","Fire",1
"133","GEF","Lluviosa","Cesar","L_C_MA_2","Momotidae","Momotus subrufescens","T2P3","Medium","Fire",2
"134","GEF","Seca","Cesar","S_C_MA_33","Momotidae","Momotus subrufescens","T2P3","Medium","Fire",1
"135","GEF","Seca","Cesar","S_C_MA_34","Momotidae","Momotus subrufescens","T2P3","Medium","Fire",1
"136","GEF","Seca","Cesar","S_C_MA_35","Momotidae","Momotus subrufescens","T2P3","Medium","Fire",2
"137","GEF","Lluviosa","Cesar","L_C_MA_2","Tyrannidae","Myiarchus tuberculifer","T2P3","Medium","Fire",2
"138","GEF","Seca","Cesar","S_C_MA_32","Tyrannidae","Myiarchus tuberculifer","T2P3","Medium","Fire",2
"139","GEF","Seca","Cesar","S_C_MA_36","Tyrannidae","Myiarchus tuberculifer","T2P3","Medium","Fire",1
"140","GEF","Seca","Cesar","S_C_MA_38","Tyrannidae","Myiarchus tuberculifer","T2P3","Medium","Fire",2
"141","GEF","Seca","Cesar","S_C_MA_39","Tyrannidae","Myiarchus tuberculifer","T2P3","Medium","Fire",1
"142","GEF","Seca","Cesar","S_C_MA_33","Tyrannidae","Myiarchus venezuelensis","T2P3","Medium","Fire",1
"143","GEF","Seca","Cesar","S_C_MA_35","Tyrannidae","Myiarchus venezuelensis","T2P3","Medium","Fire",1
"144","GEF","Seca","Cesar","S_C_MA_36","Tyrannidae","Myiarchus venezuelensis","T2P3","Medium","Fire",1
"145","GEF","Seca","Cesar","S_C_MA_37","Tyrannidae","Myiarchus venezuelensis","T2P3","Medium","Fire",1
"146","GEF","Lluviosa","Cesar","L_C_MA_3","Tyrannidae","Myiodynastes maculatus","T2P3","Medium","Fire",2
"147","GEF","Lluviosa","Cesar","L_C_MA_4","Tyrannidae","Myiodynastes maculatus","T2P3","Medium","Fire",2
"148","GEF","Seca","Cesar","S_C_MA_37","Tyrannidae","Myiodynastes maculatus","T2P3","Medium","Fire",1
"149","GEF","Lluviosa","Cesar","L_C_MA_4","Tyrannidae","Myiopagis gaimardii","T2P3","Medium","Fire",1
"150","GEF","Lluviosa","Cesar","L_C_MA_5","Tyrannidae","Myiopagis gaimardii","T2P3","Medium","Fire",1
"151","GEF","Lluviosa","Cesar","L_C_MA_6","Tyrannidae","Myiopagis gaimardii","T2P3","Medium","Fire",1
"152","GEF","Seca","Cesar","S_C_MA_39","Tyrannidae","Myiopagis gaimardii","T2P3","Medium","Fire",1
"153","GEF","Seca","Cesar","S_C_MA_37","Tyrannidae","Myiopagis viridicata","T2P3","Medium","Fire",2
"154","GEF","Lluviosa","Cesar","L_C_MA_1","Tyrannidae","Myiozetetes cayanensis","T2P3","Medium","Fire",1
"155","GEF","Seca","Cesar","S_C_MA_38","Tyrannidae","Myiozetetes cayanensis","T2P3","Medium","Fire",2
"156","GEF","Lluviosa","Cesar","L_C_MA_1","Thamnophilidae","Myrmeciza longipes","T2P3","Medium","Fire",1
"157","GEF","Lluviosa","Cesar","L_C_MA_2","Thamnophilidae","Myrmeciza longipes","T2P3","Medium","Fire",2
"158","GEF","Lluviosa","Cesar","L_C_MA_4","Thamnophilidae","Myrmeciza longipes","T2P3","Medium","Fire",1
"159","GEF","Lluviosa","Cesar","L_C_MA_5","Thamnophilidae","Myrmeciza longipes","T2P3","Medium","Fire",1
"160","GEF","Lluviosa","Cesar","L_C_MA_6","Thamnophilidae","Myrmeciza longipes","T2P3","Medium","Fire",1
"161","GEF","Seca","Cesar","S_C_MA_33","Thamnophilidae","Myrmeciza longipes","T2P3","Medium","Fire",1
"162","GEF","Seca","Cesar","S_C_MA_34","Thamnophilidae","Myrmeciza longipes","T2P3","Medium","Fire",1
"163","GEF","Seca","Cesar","S_C_MA_35","Thamnophilidae","Myrmeciza longipes","T2P3","Medium","Fire",1
"164","GEF","Seca","Cesar","S_C_MA_36","Thamnophilidae","Myrmeciza longipes","T2P3","Medium","Fire",2
"165","GEF","Lluviosa","Cesar","L_C_MA_6","Bucconidae","Notharchus hyperrhynchus ","T2P3","Medium","Fire",1
"166","GEF","Seca","Cesar","S_C_MA_38","Odontophoridae","Odontophorus gujanensis","T2P3","Medium","Fire",1
"167","GEF","Seca","Cesar","S_C_MA_39","Cracidae","Ortalis garrula","T2P3","Medium","Fire",1
"168","GEF","Lluviosa","Cesar","L_C_MA_2","Tityridae","Pachyramphus cinnamomeus","T2P3","Medium","Fire",1
"169","GEF","Lluviosa","Cesar","L_C_MA_3","Tityridae","Pachyramphus polychopterus","T2P3","Medium","Fire",1
"170","GEF","Lluviosa","Cesar","L_C_MA_5","Tityridae","Pachyramphus polychopterus","T2P3","Medium","Fire",1
"171","GEF","Seca","Cesar","S_C_MA_35","Tityridae","Pachyramphus polychopterus","T2P3","Medium","Fire",2
"172","GEF","Lluviosa","Cesar","L_C_MA_7","Cracidae","Penelope purpurascens","T2P3","Medium","Fire",1
"173","GEF","Lluviosa","Cesar","L_C_MA_1","Troglodytidae","Pheugopedius fasciatoventris","T2P3","Medium","Fire",1
"174","GEF","Lluviosa","Cesar","L_C_MA_3","Tyrannidae","Phyllomyias griseiceps","T2P3","Medium","Fire",1
"175","GEF","Lluviosa","Cesar","L_C_MA_6","Cuculidae","Piaya cayana","T2P3","Medium","Fire",1
"176","GEF","Lluviosa","Cesar","L_C_MA_2","Psittacidae","Pionus menstruus","T2P3","Medium","Fire",2
"177","GEF","Seca","Cesar","S_C_MA_38","Cardinalidae","Piranga olivacea","T2P3","Medium","Fire",4
"178","GEF","Seca","Cesar","S_C_MA_32","Tyrannidae","Pitangus sulphuratus","T2P3","Medium","Fire",1
"179","GEF","Lluviosa","Cesar","L_C_MA_1","Tyrannidae","Poecilotriccus sylvia","T2P3","Medium","Fire",1
"180","GEF","Lluviosa","Cesar","L_C_MA_2","Tyrannidae","Poecilotriccus sylvia","T2P3","Medium","Fire",2
"181","GEF","Lluviosa","Cesar","L_C_MA_6","Tyrannidae","Poecilotriccus sylvia","T2P3","Medium","Fire",1
"182","GEF","Lluviosa","Cesar","L_C_MA_3","Polioptilidae","Polioptila plumbea","T2P3","Medium","Fire",1
"183","GEF","Lluviosa","Cesar","L_C_MA_5","Polioptilidae","Polioptila plumbea","T2P3","Medium","Fire",1
"184","GEF","Seca","Cesar","S_C_MA_32","Icteridae","Psarocolius decumanus","T2P3","Medium","Fire",2
"185","GEF","Seca","Cesar","S_C_MA_33","Icteridae","Psarocolius decumanus","T2P3","Medium","Fire",1
"186","GEF","Seca","Cesar","S_C_MA_34","Icteridae","Psarocolius decumanus","T2P3","Medium","Fire",1
"187","GEF","Seca","Cesar","S_C_MA_35","Icteridae","Psarocolius decumanus","T2P3","Medium","Fire",1
"188","GEF","Seca","Cesar","S_C_MA_36","Icteridae","Psarocolius decumanus","T2P3","Medium","Fire",1
"189","GEF","Lluviosa","Cesar","L_C_MA_2","Ramphastidae","Ramphastos sulfuratus","T2P3","Medium","Fire",1
"190","GEF","Seca","Cesar","S_C_MA_38","Ramphastidae","Ramphastos sulfuratus","T2P3","Medium","Fire",2
"191","GEF","Lluviosa","Cesar","L_C_MA_2","Thraupidae","Ramphocelus dimidiatus","T2P3","Medium","Fire",4
"192","GEF","Lluviosa","Cesar","L_C_MA_3","Thraupidae","Ramphocelus dimidiatus","T2P3","Medium","Fire",2
"193","GEF","Lluviosa","Cesar","L_C_MA_4","Thraupidae","Ramphocelus dimidiatus","T2P3","Medium","Fire",2
"194","GEF","Lluviosa","Cesar","L_C_MA_1","Thraupidae","Rhodinocichla rosea","T2P3","Medium","Fire",1
"195","GEF","Lluviosa","Cesar","L_C_MA_2","Accipitridae","Rupornis magnirostris","T2P3","Medium","Fire",1
"196","GEF","Lluviosa","Cesar","L_C_MA_3","Cardinalidae","Saltator coerulescens","T2P3","Medium","Fire",1
"197","GEF","Lluviosa","Cesar","L_C_MA_4","Cardinalidae","Saltator maximus","T2P3","Medium","Fire",1
"198","GEF","Lluviosa","Cesar","L_C_MA_7","Cardinalidae","Saltator maximus","T2P3","Medium","Fire",1
"199","GEF","Seca","Cesar","S_C_MA_36","Cardinalidae","Saltator maximus","T2P3","Medium","Fire",2
"200","GEF","Seca","Cesar","S_C_MA_38","Cardinalidae","Saltator maximus","T2P3","Medium","Fire",2
"201","GEF","Lluviosa","Cesar","L_C_MA_4","Parulidae","Setophaga pitiayumi","T2P3","Medium","Fire",1
"202","GEF","Seca","Cesar","S_C_MA_38","Parulidae","Setophaga ruticilla","T2P3","Medium","Fire",1
"203","GEF","Seca","Cesar","S_C_MA_32","Furnariidae","Sittasomus griseicapillus","T2P3","Medium","Fire",2
"204","GEF","Seca","Cesar","S_C_MA_33","Furnariidae","Sittasomus griseicapillus","T2P3","Medium","Fire",1
"205","GEF","Seca","Cesar","S_C_MA_36","Furnariidae","Sittasomus griseicapillus","T2P3","Medium","Fire",2
"206","GEF","Seca","Cesar","S_C_MA_38","Furnariidae","Sittasomus griseicapillus","T2P3","Medium","Fire",2
"207","GEF","Lluviosa","Cesar","L_C_MA_4","Accipitridae","Spizaetus ornatus","T2P3","Medium","Fire",1
"208","GEF","Lluviosa","Cesar","L_C_MA_6","Accipitridae","Spizaetus ornatus","T2P3","Medium","Fire",1
"209","GEF","Lluviosa","Cesar","L_C_MA_7","Accipitridae","Spizaetus ornatus","T2P3","Medium","Fire",1
"210","GEF","Lluviosa","Cesar","L_C_MA_4","Thraupidae","Tachyphonus luctuosus","T2P3","Medium","Fire",1
"211","GEF","Lluviosa","Cesar","L_C_MA_7","Thraupidae","Tachyphonus luctuosus","T2P3","Medium","Fire",1
"212","GEF","Lluviosa","Cesar","L_C_MA_1","Cuculidae","Tapera naevia","T2P3","Medium","Fire",1
"213","GEF","Seca","Cesar","S_C_MA_33","Cuculidae","Tapera naevia","T2P3","Medium","Fire",1
"214","GEF","Seca","Cesar","S_C_MA_39","Cuculidae","Tapera naevia","T2P3","Medium","Fire",1
"215","GEF","Seca","Cesar","S_C_MA_37","Tyrannidae","Terenotriccus erythrurus","T2P3","Medium","Fire",1
"216","GEF","Lluviosa","Cesar","L_C_MA_2","Thamnophilidae","Thamnophilus atrinucha","T2P3","Medium","Fire",2
"217","GEF","Seca","Cesar","S_C_MA_38","Thamnophilidae","Thamnophilus atrinucha","T2P3","Medium","Fire",2
"218","GEF","Lluviosa","Cesar","L_C_MA_1","Thamnophilidae","Thamnophilus doliatus","T2P3","Medium","Fire",2
"219","GEF","Lluviosa","Cesar","L_C_MA_5","Thamnophilidae","Thamnophilus doliatus","T2P3","Medium","Fire",1
"220","GEF","Seca","Cesar","S_C_MA_32","Thamnophilidae","Thamnophilus doliatus","T2P3","Medium","Fire",2
"221","GEF","Seca","Cesar","S_C_MA_33","Thamnophilidae","Thamnophilus doliatus","T2P3","Medium","Fire",1
"222","GEF","Seca","Cesar","S_C_MA_34","Thamnophilidae","Thamnophilus doliatus","T2P3","Medium","Fire",1
"223","GEF","Seca","Cesar","S_C_MA_37","Thamnophilidae","Thamnophilus doliatus","T2P3","Medium","Fire",1
"224","GEF","Seca","Cesar","S_C_MA_39","Thamnophilidae","Thamnophilus doliatus","T2P3","Medium","Fire",1
"225","GEF","Lluviosa","Cesar","L_C_MA_1","Thraupidae","Thraupis episcopus","T2P3","Medium","Fire",1
"226","GEF","Lluviosa","Cesar","L_C_MA_2","Thraupidae","Thraupis episcopus","T2P3","Medium","Fire",2
"227","GEF","Lluviosa","Cesar","L_C_MA_5","Thraupidae","Thraupis episcopus","T2P3","Medium","Fire",2
"228","GEF","Lluviosa","Cesar","L_C_MA_6","Thraupidae","Thraupis episcopus","T2P3","Medium","Fire",2
"229","GEF","Seca","Cesar","S_C_MA_33","Thraupidae","Thraupis episcopus","T2P3","Medium","Fire",1
"230","GEF","Seca","Cesar","S_C_MA_36","Thraupidae","Thraupis episcopus","T2P3","Medium","Fire",3
"231","GEF","Seca","Cesar","S_C_MA_38","Thraupidae","Thraupis palmarum","T2P3","Medium","Fire",1
"232","GEF","Lluviosa","Cesar","L_C_MA_4","Troglodytidae","Thryophilus rufalbus","T2P3","Medium","Fire",2
