"","Proyecto","Estacion","Departamento","CodPuntoConteo","Familia","Especie","PlotAsoc","Trans_c","Perm_c","individuos"
"6322","GEF","Lluviosa","Guajira","L_G_BM_12","Tityridae","Schiffornis veraepacis","T2P3","Low","Medium",2
"6323","GEF","Seca","Guajira","S_G_BM_10","Tityridae","Schiffornis veraepacis","T2P3","Low","Medium",1
"6324","GEF","Seca","Guajira","S_G_BM_12","Tityridae","Schiffornis veraepacis","T2P3","Low","Medium",1
"6325","GEF","Lluviosa","Guajira","L_G_BM_14","Parulidae","Setophaga fusca","T2P3","Low","Medium",1
"6326","GEF","Lluviosa","Guajira","L_G_BM_13","Parulidae","Setophaga pitiayumi","T2P3","Low","Medium",1
"6327","GEF","Seca","Guajira","S_G_BM_10","Accipitridae","Spizaetus tyrannus ","T2P3","Low","Medium",1
"6328","GEF","Seca","Guajira","S_G_BM_11","Accipitridae","Spizaetus tyrannus ","T2P3","Low","Medium",1
"6329","GEF","Seca","Guajira","S_G_BM_10","Thraupidae","Tachyphonus luctuosus","T2P3","Low","Medium",1
"6330","GEF","Lluviosa","Guajira","L_G_BM_12","Tyrannidae","Terenotriccus erythrurus","T2P3","Low","Medium",1
"6331","GEF","Seca","Guajira","S_G_BM_10","Thamnophilidae","Thamnophilus atrinucha","T2P3","Low","Medium",1
"6332","GEF","Seca","Guajira","S_G_BM_12","Thamnophilidae","Thamnophilus atrinucha","T2P3","Low","Medium",1
"6333","GEF","Seca","Guajira","S_G_BM_12","Thraupidae","Thraupis episcopus","T2P3","Low","Medium",2
"6334","GEF","Seca","Guajira","S_G_BM_12","Troglodytidae","Thryophilus rufalbus","T2P3","Low","Medium",2
"6335","GEF","Lluviosa","Guajira","L_G_BM_13","Ardeidae","Tigrisoma lineatum","T2P3","Low","Medium",1
"6336","GEF","Seca","Guajira","S_G_BM_12","Turdidae","Turdus leucomelas","T2P3","Low","Medium",1
"6337","GEF","Seca","Guajira","S_G_BM_11","Tyrannidae","Tyrannulus elatus","T2P3","Low","Medium",1
"6338","GEF","Lluviosa","Guajira","L_G_BM_12","Vireonidae","Vireo leucophrys","T2P3","Low","Medium",1
"6339","GEF","Lluviosa","Guajira","L_G_BM_13","Furnariidae","Xenops minutus","T2P3","Low","Medium",1
"6340","GEF","Seca","Guajira","S_G_BM_10","Furnariidae","Xiphorhynchus susurrans","T2P3","Low","Medium",1
"6341","GEF","Seca","Guajira","S_G_BM_12","Furnariidae","Xiphorhynchus susurrans","T2P3","Low","Medium",2
"6342","GEF","Lluviosa","Guajira","L_G_MB_27","Troglodytidae","Cantorchilus leucotis","T1P1","Medium","Medium",2
"6343","GEF","Lluviosa","Guajira","L_G_MB_28","Troglodytidae","Cantorchilus leucotis","T1P1","Medium","Medium",1
"6344","GEF","Lluviosa","Guajira","L_G_MB_27","Pipridae","Chiroxiphia lanceolata","T1P1","Medium","Medium",2
"6345","GEF","Lluviosa","Guajira","L_G_MB_29","Pipridae","Chiroxiphia lanceolata","T1P1","Medium","Medium",1
"6346","GEF","Lluviosa","Guajira","L_G_MB_27","Tinamidae","Crypturellus soui","T1P1","Medium","Medium",1
"6347","GEF","Lluviosa","Guajira","L_G_MB_29","Thraupidae","Dacnis cayana","T1P1","Medium","Medium",1
"6348","GEF","Lluviosa","Guajira","L_G_MB_28","Furnariidae","Dendroplex picus","T1P1","Medium","Medium",1
"6349","GEF","Lluviosa","Guajira","L_G_MB_28","Pipridae","Dixiphia erythrocephala","T1P1","Medium","Medium",1
"6350","GEF","Lluviosa","Guajira","L_G_MB_27","Thraupidae","Eucometis penicillata","T1P1","Medium","Medium",1
"6351","GEF","Lluviosa","Guajira","L_G_MB_28","Thraupidae","Eucometis penicillata","T1P1","Medium","Medium",1
"6352","GEF","Lluviosa","Guajira","L_G_MB_27","Galbulidae","Galbula ruficauda","T1P1","Medium","Medium",1
"6353","GEF","Lluviosa","Guajira","L_G_MB_27","Trochilidae","Hylocharis cyanus","T1P1","Medium","Medium",1
"6354","GEF","Lluviosa","Guajira","L_G_MB_28","Trochilidae","Hylocharis cyanus","T1P1","Medium","Medium",2
"6355","GEF","Lluviosa","Guajira","L_G_MB_27","Troglodytidae","Microcerculus marginatus","T1P1","Medium","Medium",1
"6356","GEF","Lluviosa","Guajira","L_G_MB_28","Troglodytidae","Microcerculus marginatus","T1P1","Medium","Medium",1
"6357","GEF","Lluviosa","Guajira","L_G_MB_29","Tyrannidae","Mionectes oleagineus","T1P1","Medium","Medium",1
"6358","GEF","Lluviosa","Guajira","L_G_MB_29","Parulidae","Mniotilta varia","T1P1","Medium","Medium",1
"6359","GEF","Lluviosa","Guajira","L_G_MB_28","Tyrannidae","Myiopagis gaimardii","T1P1","Medium","Medium",1
"6360","GEF","Lluviosa","Guajira","L_G_MB_29","Tityridae","Onychorhynchus mexicanus","T1P1","Medium","Medium",4
"6361","GEF","Lluviosa","Guajira","L_G_MB_28","Polioptilidae","Polioptila plumbea","T1P1","Medium","Medium",1
"6362","GEF","Lluviosa","Guajira","L_G_MB_27","Thraupidae","Ramphocelus dimidiatus","T1P1","Medium","Medium",1
"6363","GEF","Lluviosa","Guajira","L_G_MB_28","Thraupidae","Ramphocelus dimidiatus","T1P1","Medium","Medium",1
"6364","GEF","Lluviosa","Guajira","L_G_MB_29","Parulidae","Setophaga pensylvanica","T1P1","Medium","Medium",1
"6365","GEF","Lluviosa","Guajira","L_G_MB_27","Parulidae","Setophaga pitiayumi","T1P1","Medium","Medium",1
"6366","GEF","Lluviosa","Guajira","L_G_MB_28","Parulidae","Setophaga pitiayumi","T1P1","Medium","Medium",2
"6367","GEF","Lluviosa","Guajira","L_G_MB_29","Parulidae","Setophaga pitiayumi","T1P1","Medium","Medium",1
"6368","GEF","Lluviosa","Guajira","L_G_MB_27","Tyrannidae","Terenotriccus erythrurus","T1P1","Medium","Medium",1
"6369","GEF","Lluviosa","Guajira","L_G_MB_28","Tyrannidae","Terenotriccus erythrurus","T1P1","Medium","Medium",1
"6370","GEF","Lluviosa","Guajira","L_G_MB_29","Tyrannidae","Terenotriccus erythrurus","T1P1","Medium","Medium",1
"6371","GEF","Lluviosa","Guajira","L_G_MB_27","Thamnophilidae","Thamnophilus atrinucha","T1P1","Medium","Medium",1
"6372","GEF","Lluviosa","Guajira","L_G_MB_27","Tyrannidae","Tolmomyias sulphurescens","T1P1","Medium","Medium",1
"6373","GEF","Lluviosa","Guajira","L_G_MB_28","Tyrannidae","Tolmomyias sulphurescens","T1P1","Medium","Medium",1
"6374","GEF","Lluviosa","Guajira","L_G_MB_29","Tyrannidae","Tolmomyias sulphurescens","T1P1","Medium","Medium",1
"6375","GEF","Lluviosa","Guajira","L_G_MB_29","Vireonidae","Vireo leucophrys","T1P1","Medium","Medium",1
"6376","GEF","Lluviosa","Guajira","L_G_MB_28","Vireonidae","Vireo olivaceus","T1P1","Medium","Medium",1
"6377","GEF","Lluviosa","Guajira","L_G_MB_28","Furnariidae","Xiphorhynchus susurrans","T1P1","Medium","Medium",1
"6378","GEF","Seca","Cesar","S_C_MM_11","Trochilidae","Amazilia saucerottei","T1P3","Medium","Medium",1
"6379","GEF","Lluviosa","Bolívar","L_B_MB_19","Trochilidae","Amazilia tzacatl","T1P3","Medium","Medium",1
"6380","GEF","Lluviosa","Bolívar","L_B_MM_29","Trochilidae","Amazilia tzacatl","T1P3","Medium","Medium",1
"6381","GEF","Lluviosa","Cesar","L_C_MM_33","Trochilidae","Amazilia tzacatl","T1P3","Medium","Medium",2
"6382","GEF","Seca","Huila","S_H_MM_13","Psittacidae","Amazona amazonica","T1P3","Medium","Medium",2
"6383","GEF","Seca","Huila","S_H_MM_15","Psittacidae","Amazona amazonica","T1P3","Medium","Medium",2
"6384","GEF","Lluviosa","Bolívar","L_B_MM_29","Psittacidae","Amazona ochrocephala","T1P3","Medium","Medium",1
"6385","GEF","Lluviosa","Huila","L_H_MM_40","Psittacidae","Amazona ochrocephala","T1P3","Medium","Medium",1
"6386","GEF","Lluviosa","Huila","L_H_MM_44","Psittacidae","Amazona ochrocephala","T1P3","Medium","Medium",1
"6387","GEF","Seca","Bolívar","S_B_MB_2","Psittacidae","Amazona ochrocephala","T1P3","Medium","Medium",2
"6388","GEF","Seca","Bolívar","S_B_MB_4","Psittacidae","Amazona ochrocephala","T1P3","Medium","Medium",2
"6389","GEF","Seca","Cesar","S_C_MM_10","Psittacidae","Amazona ochrocephala","T1P3","Medium","Medium",6
"6390","GEF","Seca","Cesar","S_C_MM_11","Psittacidae","Amazona ochrocephala","T1P3","Medium","Medium",1
"6391","GEF","Seca","Cesar","S_C_MM_4","Psittacidae","Amazona ochrocephala","T1P3","Medium","Medium",2
"6392","GEF","Seca","Huila","S_H_MM_13","Psittacidae","Amazona ochrocephala","T1P3","Medium","Medium",1
"6393","GEF","Seca","Huila","S_H_MM_14","Psittacidae","Amazona ochrocephala","T1P3","Medium","Medium",4
"6394","GEF","Seca","Huila","S_H_MM_15","Psittacidae","Amazona ochrocephala","T1P3","Medium","Medium",2
"6395","GEF","Seca","Huila","S_H_MM_11","Trochilidae","Anthracothorax nigricollis","T1P3","Medium","Medium",2
"6396","GEF","Seca","Cesar","S_C_MM_11","Psittacidae","Ara chloropterus","T1P3","Medium","Medium",1
"6397","GEF","Lluviosa","Bolívar","L_B_MB_19","Psittacidae","Ara macao","T1P3","Medium","Medium",2
"6398","GEF","Lluviosa","Bolívar","L_B_MB_19","Psittacidae","Ara severus","T1P3","Medium","Medium",2
"6399","GEF","Lluviosa","Huila","L_H_MM_42","Psittacidae","Ara severus","T1P3","Medium","Medium",1
"6400","GEF","Lluviosa","Huila","L_H_MM_44","Psittacidae","Ara severus","T1P3","Medium","Medium",1
"6401","GEF","Seca","Bolívar","S_B_MB_4","Psittacidae","Ara severus","T1P3","Medium","Medium",2
"6402","GEF","Lluviosa","Cesar","L_C_MM_32","Emberizidae","Arremon schlegeli","T1P3","Medium","Medium",1
"6403","GEF","Lluviosa","Cesar","L_C_MM_31","Emberizidae","Arremonops conirostris","T1P3","Medium","Medium",2
"6404","GEF","Lluviosa","Cesar","L_C_MM_32","Emberizidae","Arremonops conirostris","T1P3","Medium","Medium",1
"6405","GEF","Lluviosa","Cesar","L_C_MM_35","Emberizidae","Arremonops conirostris","T1P3","Medium","Medium",1
"6406","GEF","Lluviosa","Bolívar","L_B_MM_30","Tyrannidae","Atalotriccus pilaris","T1P3","Medium","Medium",11
"6407","GEF","Lluviosa","Cesar","L_C_MM_32","Tyrannidae","Atalotriccus pilaris","T1P3","Medium","Medium",2
"6408","GEF","Lluviosa","Cesar","L_C_MM_35","Tyrannidae","Atalotriccus pilaris","T1P3","Medium","Medium",1
"6409","GEF","Seca","Bolívar","S_B_MB_2","Tyrannidae","Atalotriccus pilaris","T1P3","Medium","Medium",2
"6410","GEF","Seca","Cesar","S_C_MM_10","Tyrannidae","Atalotriccus pilaris","T1P3","Medium","Medium",1
"6411","GEF","Seca","Cesar","S_C_MM_11","Tyrannidae","Atalotriccus pilaris","T1P3","Medium","Medium",1
"6412","GEF","Seca","Huila","S_H_MM_12","Tyrannidae","Atalotriccus pilaris","T1P3","Medium","Medium",2
"6413","GEF","Seca","Huila","S_H_MM_13","Tyrannidae","Atalotriccus pilaris","T1P3","Medium","Medium",1
"6414","GEF","Seca","Huila","S_H_MM_14","Tyrannidae","Atalotriccus pilaris","T1P3","Medium","Medium",2
"6415","GEF","Seca","Huila","S_H_MM_15","Tyrannidae","Atalotriccus pilaris","T1P3","Medium","Medium",1
"6416","GEF","Seca","Cesar","S_C_MM_10","Tyrannidae","Attila spadiceus","T1P3","Medium","Medium",1
"6417","GEF","Lluviosa","Bolívar","L_B_MM_29","Parulidae","Basileuterus rufifrons","T1P3","Medium","Medium",1
"6418","GEF","Lluviosa","Cesar","L_C_MM_31","Parulidae","Basileuterus rufifrons","T1P3","Medium","Medium",1
"6419","GEF","Lluviosa","Cesar","L_C_MM_32","Parulidae","Basileuterus rufifrons","T1P3","Medium","Medium",2
"6420","GEF","Lluviosa","Huila","L_H_MM_40","Parulidae","Basileuterus rufifrons","T1P3","Medium","Medium",1
"6421","GEF","Lluviosa","Huila","L_H_MM_42","Parulidae","Basileuterus rufifrons","T1P3","Medium","Medium",3
"6422","GEF","Lluviosa","Huila","L_H_MM_43","Parulidae","Basileuterus rufifrons","T1P3","Medium","Medium",1
"6423","GEF","Seca","Bolívar","S_B_MB_2","Parulidae","Basileuterus rufifrons","T1P3","Medium","Medium",2
"6424","GEF","Seca","Cesar","S_C_MM_10","Parulidae","Basileuterus rufifrons","T1P3","Medium","Medium",4
"6425","GEF","Seca","Cesar","S_C_MM_11","Parulidae","Basileuterus rufifrons","T1P3","Medium","Medium",1
"6426","GEF","Seca","Huila","S_H_MM_13","Parulidae","Basileuterus rufifrons","T1P3","Medium","Medium",1
"6427","GEF","Seca","Huila","S_H_MM_15","Parulidae","Basileuterus rufifrons","T1P3","Medium","Medium",1
"6428","GEF","Lluviosa","Bolívar","L_B_MM_29","Psittacidae","Brotogeris jugularis","T1P3","Medium","Medium",1
"6429","GEF","Lluviosa","Bolívar","L_B_MM_30","Psittacidae","Brotogeris jugularis","T1P3","Medium","Medium",5
"6430","GEF","Lluviosa","Huila","L_H_MM_43","Psittacidae","Brotogeris jugularis","T1P3","Medium","Medium",1
"6431","GEF","Lluviosa","Cesar","L_C_MM_35","Accipitridae","Buteo nitidus","T1P3","Medium","Medium",1
"6432","GEF","Seca","Bolívar","S_B_MB_10","Accipitridae","Buteo nitidus","T1P3","Medium","Medium",1
"6433","GEF","Seca","Bolívar","S_B_MB_2","Accipitridae","Buteo nitidus","T1P3","Medium","Medium",1
"6434","GEF","Seca","Bolívar","S_B_MB_4","Accipitridae","Buteo nitidus","T1P3","Medium","Medium",1
"6435","GEF","Lluviosa","Huila","L_H_MM_41","Picidae","Campephilus melanoleucos","T1P3","Medium","Medium",1
"6436","GEF","Lluviosa","Bolívar","L_B_MM_30","Tyrannidae","Camptostoma obsoletum","T1P3","Medium","Medium",1
"6437","GEF","Lluviosa","Cesar","L_C_MM_31","Tyrannidae","Camptostoma obsoletum","T1P3","Medium","Medium",1
"6438","GEF","Lluviosa","Cesar","L_C_MM_33","Tyrannidae","Camptostoma obsoletum","T1P3","Medium","Medium",1
"6439","GEF","Seca","Bolívar","S_B_MB_4","Tyrannidae","Camptostoma obsoletum","T1P3","Medium","Medium",1
"6440","GEF","Seca","Cesar","S_C_MM_11","Tyrannidae","Camptostoma obsoletum","T1P3","Medium","Medium",1
"6441","GEF","Seca","Huila","S_H_MM_13","Tyrannidae","Camptostoma obsoletum","T1P3","Medium","Medium",2
"6442","GEF","Seca","Huila","S_H_MM_14","Tyrannidae","Camptostoma obsoletum","T1P3","Medium","Medium",1
"6443","GEF","Lluviosa","Bolívar","L_B_MB_19","Troglodytidae","Campylorhynchus griseus","T1P3","Medium","Medium",2
"6444","GEF","Lluviosa","Bolívar","L_B_MB_20","Troglodytidae","Campylorhynchus griseus","T1P3","Medium","Medium",1
"6445","GEF","Lluviosa","Bolívar","L_B_MM_30","Troglodytidae","Campylorhynchus griseus","T1P3","Medium","Medium",1
"6446","GEF","Lluviosa","Cesar","L_C_MM_31","Troglodytidae","Campylorhynchus griseus","T1P3","Medium","Medium",2
"6447","GEF","Lluviosa","Cesar","L_C_MM_33","Troglodytidae","Campylorhynchus griseus","T1P3","Medium","Medium",2
"6448","GEF","Lluviosa","Cesar","L_C_MM_34","Troglodytidae","Campylorhynchus griseus","T1P3","Medium","Medium",2
"6449","GEF","Lluviosa","Cesar","L_C_MM_35","Troglodytidae","Campylorhynchus griseus","T1P3","Medium","Medium",2
"6450","GEF","Seca","Bolívar","S_B_MB_10","Troglodytidae","Campylorhynchus griseus","T1P3","Medium","Medium",1
"6451","GEF","Seca","Bolívar","S_B_MB_2","Troglodytidae","Campylorhynchus griseus","T1P3","Medium","Medium",1
"6452","GEF","Seca","Cesar","S_C_MM_10","Troglodytidae","Campylorhynchus griseus","T1P3","Medium","Medium",1
"6453","GEF","Seca","Cesar","S_C_MM_11","Troglodytidae","Campylorhynchus griseus","T1P3","Medium","Medium",2
"6454","GEF","Lluviosa","Bolívar","L_B_MM_29","Troglodytidae","Campylorhynchus nuchalis","T1P3","Medium","Medium",1
"6455","GEF","Lluviosa","Bolívar","L_B_MM_30","Troglodytidae","Campylorhynchus nuchalis","T1P3","Medium","Medium",1
"6456","GEF","Lluviosa","Cesar","L_C_MM_31","Troglodytidae","Campylorhynchus nuchalis","T1P3","Medium","Medium",2
"6457","GEF","Seca","Cesar","S_C_MM_10","Troglodytidae","Campylorhynchus nuchalis","T1P3","Medium","Medium",1
"6458","GEF","Seca","Cesar","S_C_MM_4","Troglodytidae","Campylorhynchus nuchalis","T1P3","Medium","Medium",1
"6459","GEF","Lluviosa","Bolívar","L_B_MB_19","Troglodytidae","Campylorhynchus zonatus","T1P3","Medium","Medium",2
"6460","GEF","Lluviosa","Bolívar","L_B_MB_20","Troglodytidae","Campylorhynchus zonatus","T1P3","Medium","Medium",1
"6461","GEF","Lluviosa","Cesar","L_C_MM_31","Troglodytidae","Campylorhynchus zonatus","T1P3","Medium","Medium",2
"6462","GEF","Seca","Bolívar","S_B_MB_2","Troglodytidae","Campylorhynchus zonatus","T1P3","Medium","Medium",2
"6463","GEF","Lluviosa","Bolívar","L_B_MB_19","Troglodytidae","Cantorchilus leucotis","T1P3","Medium","Medium",2
"6464","GEF","Lluviosa","Bolívar","L_B_MB_20","Troglodytidae","Cantorchilus leucotis","T1P3","Medium","Medium",1
"6465","GEF","Lluviosa","Bolívar","L_B_MM_29","Troglodytidae","Cantorchilus leucotis","T1P3","Medium","Medium",1
"6466","GEF","Lluviosa","Bolívar","L_B_MM_30","Troglodytidae","Cantorchilus leucotis","T1P3","Medium","Medium",1
"6467","GEF","Lluviosa","Cesar","L_C_MM_32","Troglodytidae","Cantorchilus leucotis","T1P3","Medium","Medium",1
"6468","GEF","Seca","Bolívar","S_B_MB_2","Troglodytidae","Cantorchilus leucotis","T1P3","Medium","Medium",2
"6469","GEF","Seca","Bolívar","S_B_MB_4","Troglodytidae","Cantorchilus leucotis","T1P3","Medium","Medium",2
"6470","GEF","Seca","Cesar","S_C_MM_10","Troglodytidae","Cantorchilus leucotis","T1P3","Medium","Medium",4
"6471","GEF","Seca","Cesar","S_C_MM_11","Troglodytidae","Cantorchilus leucotis","T1P3","Medium","Medium",2
"6472","GEF","Seca","Cesar","S_C_MM_4","Troglodytidae","Cantorchilus leucotis","T1P3","Medium","Medium",1
"6473","GEF","Lluviosa","Huila","L_H_MM_40","Falconidae","Caracara cheriway","T1P3","Medium","Medium",1
"6474","GEF","Lluviosa","Bolívar","L_B_MM_30","Turdidae","Catharus aurantiirostris","T1P3","Medium","Medium",1
"6475","GEF","Seca","Cesar","S_C_MM_10","Thamnophilidae","Cercomacra nigricans","T1P3","Medium","Medium",1
"6476","GEF","Lluviosa","Cesar","L_C_MM_33","Trochilidae","Chalybura buffonii","T1P3","Medium","Medium",2
"6477","GEF","Seca","Cesar","S_C_MM_4","Trochilidae","Chalybura buffonii","T1P3","Medium","Medium",1
"6478","GEF","Seca","Bolívar","S_B_MB_10","Pipridae","Chiroxiphia lanceolata","T1P3","Medium","Medium",1
"6479","GEF","Seca","Bolívar","S_B_MB_2","Pipridae","Chiroxiphia lanceolata","T1P3","Medium","Medium",2
"6480","GEF","Seca","Bolívar","S_B_MB_4","Pipridae","Chiroxiphia lanceolata","T1P3","Medium","Medium",1
"6481","GEF","Lluviosa","Cesar","L_C_MM_31","Columbidae","Claravis pretiosa","T1P3","Medium","Medium",2
"6482","GEF","Lluviosa","Huila","L_H_MM_40","Columbidae","Claravis pretiosa","T1P3","Medium","Medium",1
"6483","GEF","Lluviosa","Huila","L_H_MM_42","Columbidae","Claravis pretiosa","T1P3","Medium","Medium",2
"6484","GEF","Lluviosa","Huila","L_H_MM_43","Columbidae","Claravis pretiosa","T1P3","Medium","Medium",2
"6485","GEF","Lluviosa","Huila","L_H_MM_44","Columbidae","Claravis pretiosa","T1P3","Medium","Medium",1
"6486","GEF","Seca","Huila","S_H_MM_11","Tyrannidae","Cnemotriccus fuscatus","T1P3","Medium","Medium",1
"6487","GEF","Seca","Huila","S_H_MM_15","Tyrannidae","Cnemotriccus fuscatus","T1P3","Medium","Medium",1
"6488","GEF","Lluviosa","Bolívar","L_B_MM_29","Thraupidae","Coereba flaveola","T1P3","Medium","Medium",1
"6489","GEF","Lluviosa","Cesar","L_C_MM_31","Thraupidae","Coereba flaveola","T1P3","Medium","Medium",1
"6490","GEF","Seca","Huila","S_H_MM_15","Thraupidae","Coereba flaveola","T1P3","Medium","Medium",1
"6491","GEF","Lluviosa","Bolívar","L_B_MB_20","Columbidae","Columbina minuta","T1P3","Medium","Medium",1
"6492","GEF","Lluviosa","Bolívar","L_B_MM_29","Thraupidae","Conirostrum leucogenys","T1P3","Medium","Medium",1
"6493","GEF","Lluviosa","Cesar","L_C_MM_32","Thraupidae","Conirostrum leucogenys","T1P3","Medium","Medium",2
"6494","GEF","Seca","Bolívar","S_B_MB_10","Thraupidae","Conirostrum leucogenys","T1P3","Medium","Medium",1
"6495","GEF","Lluviosa","Bolívar","L_B_MM_30","Cathartidae","Coragyps atratus","T1P3","Medium","Medium",1
"6496","GEF","Lluviosa","Huila","L_H_MM_40","Thraupidae","Coryphospingus pileatus","T1P3","Medium","Medium",1
"6497","GEF","Lluviosa","Cesar","L_C_MM_34","Cuculidae","Crotophaga ani","T1P3","Medium","Medium",2
"6498","GEF","Lluviosa","Bolívar","L_B_MM_30","Cuculidae","Crotophaga major","T1P3","Medium","Medium",1
"6499","GEF","Seca","Huila","S_H_MM_14","Cuculidae","Crotophaga major","T1P3","Medium","Medium",1
"6500","GEF","Lluviosa","Bolívar","L_B_MM_29","Tinamidae","Crypturellus soui","T1P3","Medium","Medium",1
"6501","GEF","Lluviosa","Cesar","L_C_MM_31","Tinamidae","Crypturellus soui","T1P3","Medium","Medium",1
"6502","GEF","Lluviosa","Cesar","L_C_MM_34","Tinamidae","Crypturellus soui","T1P3","Medium","Medium",1
"6503","GEF","Lluviosa","Cesar","L_C_MM_35","Tinamidae","Crypturellus soui","T1P3","Medium","Medium",1
"6504","GEF","Lluviosa","Huila","L_H_MM_44","Tinamidae","Crypturellus soui","T1P3","Medium","Medium",1
"6505","GEF","Lluviosa","Cesar","L_C_MM_32","Corvidae","Cyanocorax affinis","T1P3","Medium","Medium",2
"6506","GEF","Lluviosa","Cesar","L_C_MM_35","Corvidae","Cyanocorax affinis","T1P3","Medium","Medium",11
"6507","GEF","Lluviosa","Huila","L_H_MM_43","Corvidae","Cyanocorax affinis","T1P3","Medium","Medium",1
"6508","GEF","Seca","Bolívar","S_B_MB_2","Corvidae","Cyanocorax affinis","T1P3","Medium","Medium",3
"6509","GEF","Seca","Bolívar","S_B_MB_4","Corvidae","Cyanocorax affinis","T1P3","Medium","Medium",2
"6510","GEF","Seca","Cesar","S_C_MM_10","Corvidae","Cyanocorax affinis","T1P3","Medium","Medium",1
"6511","GEF","Seca","Cesar","S_C_MM_11","Corvidae","Cyanocorax affinis","T1P3","Medium","Medium",1
"6512","GEF","Seca","Cesar","S_C_MM_4","Corvidae","Cyanocorax affinis","T1P3","Medium","Medium",3
"6513","GEF","Seca","Huila","S_H_MM_12","Corvidae","Cyanocorax affinis","T1P3","Medium","Medium",1
"6514","GEF","Seca","Huila","S_H_MM_13","Corvidae","Cyanocorax affinis","T1P3","Medium","Medium",1
"6515","GEF","Seca","Huila","S_H_MM_14","Corvidae","Cyanocorax affinis","T1P3","Medium","Medium",1
"6516","GEF","Seca","Huila","S_H_MM_15","Corvidae","Cyanocorax affinis","T1P3","Medium","Medium",2
"6517","GEF","Lluviosa","Bolívar","L_B_MM_29","Vireonidae","Cyclarhis gujanensis","T1P3","Medium","Medium",1
"6518","GEF","Lluviosa","Huila","L_H_MM_40","Vireonidae","Cyclarhis gujanensis","T1P3","Medium","Medium",1
"6519","GEF","Seca","Bolívar","S_B_MB_2","Vireonidae","Cyclarhis gujanensis","T1P3","Medium","Medium",1
"6520","GEF","Seca","Cesar","S_C_MM_10","Vireonidae","Cyclarhis gujanensis","T1P3","Medium","Medium",1
"6521","GEF","Seca","Cesar","S_C_MM_11","Vireonidae","Cyclarhis gujanensis","T1P3","Medium","Medium",1
"6522","GEF","Seca","Huila","S_H_MM_11","Vireonidae","Cyclarhis gujanensis","T1P3","Medium","Medium",2
"6523","GEF","Seca","Huila","S_H_MM_12","Vireonidae","Cyclarhis gujanensis","T1P3","Medium","Medium",2
"6524","GEF","Seca","Huila","S_H_MM_15","Vireonidae","Cyclarhis gujanensis","T1P3","Medium","Medium",1
"6525","GEF","Lluviosa","Cesar","L_C_MM_35","Thraupidae","Dacnis cayana","T1P3","Medium","Medium",1
"6526","GEF","Lluviosa","Bolívar","L_B_MM_29","Trochilidae","Damophila julie","T1P3","Medium","Medium",1
"6527","GEF","Lluviosa","Cesar","L_C_MM_32","Furnariidae","Dendrocincla fuliginosa","T1P3","Medium","Medium",1
"6528","GEF","Lluviosa","Huila","L_H_MM_40","Furnariidae","Dendrocincla fuliginosa","T1P3","Medium","Medium",1
"6529","GEF","Seca","Cesar","S_C_MM_10","Furnariidae","Dendrocincla fuliginosa","T1P3","Medium","Medium",1
"6530","GEF","Lluviosa","Bolívar","L_B_MM_30","Furnariidae","Dendroplex picus","T1P3","Medium","Medium",2
"6531","GEF","Seca","Huila","S_H_MM_14","Picidae","Dryocopus lineatus","T1P3","Medium","Medium",2
"6532","GEF","Lluviosa","Cesar","L_C_MM_31","Tyrannidae","Elaenia flavogaster","T1P3","Medium","Medium",1
"6533","GEF","Lluviosa","Cesar","L_C_MM_33","Tyrannidae","Elaenia flavogaster","T1P3","Medium","Medium",1
"6534","GEF","Lluviosa","Cesar","L_C_MM_35","Tyrannidae","Elaenia flavogaster","T1P3","Medium","Medium",1
"6535","GEF","Seca","Cesar","S_C_MM_10","Tyrannidae","Elaenia flavogaster","T1P3","Medium","Medium",1
"6536","GEF","Seca","Cesar","S_C_MM_11","Tyrannidae","Elaenia flavogaster","T1P3","Medium","Medium",1
"6537","GEF","Lluviosa","Cesar","L_C_MM_31","Thraupidae","Eucometis penicillata","T1P3","Medium","Medium",2
"6538","GEF","Lluviosa","Huila","L_H_MM_44","Thraupidae","Euphonia laniirostris","T1P3","Medium","Medium",1
"6539","GEF","Seca","Cesar","S_C_MM_4","Thraupidae","Euphonia laniirostris","T1P3","Medium","Medium",1
"6540","GEF","Seca","Huila","S_H_MM_12","Thraupidae","Euphonia laniirostris","T1P3","Medium","Medium",2
"6541","GEF","Seca","Huila","S_H_MM_13","Thraupidae","Euphonia laniirostris","T1P3","Medium","Medium",1
"6542","GEF","Seca","Huila","S_H_MM_14","Thraupidae","Euphonia laniirostris","T1P3","Medium","Medium",1
"6543","GEF","Lluviosa","Bolívar","L_B_MB_20","Thraupidae","Euphonia trinitatis","T1P3","Medium","Medium",1
"6544","GEF","Seca","Bolívar","S_B_MB_10","Thraupidae","Euphonia trinitatis","T1P3","Medium","Medium",1
"6545","GEF","Seca","Bolívar","S_B_MB_2","Thraupidae","Euphonia trinitatis","T1P3","Medium","Medium",2
"6546","GEF","Seca","Bolívar","S_B_MB_4","Thraupidae","Euphonia trinitatis","T1P3","Medium","Medium",2
"6547","GEF","Lluviosa","Cesar","L_C_MM_31","Psittacidae","Eupsittula pertinax","T1P3","Medium","Medium",12
"6548","GEF","Lluviosa","Huila","L_H_MM_44","Tyrannidae","Euscarthmus meloryphus","T1P3","Medium","Medium",1
"6549","GEF","Lluviosa","Cesar","L_C_MM_35","Falconidae","Falco sparverius","T1P3","Medium","Medium",1
