"","Departamento","Estacion","Familia","Especie","PlotAsoc","Trans_c","individuos"
"332","Tolima","Lluviosa","Polioptilidae","Polioptila plumbea","T1P2","High",1
"333","Tolima","Seca","Polioptilidae","Polioptila plumbea","T1P2","High",4
"334","Valle del Cauca","Lluviosa","Psittacidae","Psittacara wagleri","T1P2","High",1
"335","Valle del Cauca","Seca","Polioptilidae","Ramphocaenus melanurus","T1P2","High",1
"336","Valle del Cauca","Lluviosa","Thraupidae","Ramphocelus dimidiatus","T1P2","High",3
"337","Tolima","Seca","Thraupidae","Ramphocelus dimidiatus","T1P2","High",1
"338","Valle del Cauca","Seca","Thraupidae","Ramphocelus dimidiatus","T1P2","High",1
"339","Tolima","Lluviosa","Accipitridae","Rupornis magnirostris","T1P2","High",2
"340","Valle del Cauca","Lluviosa","Accipitridae","Rupornis magnirostris","T1P2","High",3
"341","Tolima","Seca","Accipitridae","Rupornis magnirostris","T1P2","High",3
"342","Valle del Cauca","Seca","Accipitridae","Rupornis magnirostris","T1P2","High",1
"343","Tolima","Lluviosa","Cardinalidae","Saltator striatipectus","T1P2","High",2
"344","Valle del Cauca","Lluviosa","Cardinalidae","Saltator striatipectus","T1P2","High",3
"345","Tolima","Seca","Cardinalidae","Saltator striatipectus","T1P2","High",3
"346","Valle del Cauca","Seca","Cardinalidae","Saltator striatipectus","T1P2","High",2
"347","Valle del Cauca","Lluviosa","Parulidae","Setophaga fusca","T1P2","High",1
"348","Valle del Cauca","Lluviosa","Parulidae","Setophaga pitiayumi","T1P2","High",2
"349","Valle del Cauca","Seca","Parulidae","Setophaga pitiayumi","T1P2","High",3
"350","Tolima","Lluviosa","Thraupidae","Sicalis flaveola","T1P2","High",1
"351","Tolima","Seca","Hirundinidae","Stelgidopteryx ruficollis","T1P2","High",1
"352","Tolima","Seca","Apodidae","Streptoprocne zonaris","T1P2","High",1
"353","Tolima","Lluviosa","Icteridae","Sturnella militaris","T1P2","High",2
"354","Tolima","Seca","Icteridae","Sturnella militaris","T1P2","High",2
"355","Valle del Cauca","Seca","Thraupidae","Tangara gyrola","T1P2","High",2
"356","Valle del Cauca","Lluviosa","Thraupidae","Tangara vitriolina","T1P2","High",9
"357","Tolima","Seca","Thraupidae","Tangara vitriolina","T1P2","High",3
"358","Valle del Cauca","Seca","Thraupidae","Tangara vitriolina","T1P2","High",2
"359","Valle del Cauca","Lluviosa","Cuculidae","Tapera naevia","T1P2","High",1
"360","Tolima","Lluviosa","Thamnophilidae","Thamnophilus doliatus","T1P2","High",2
"361","Tolima","Seca","Thamnophilidae","Thamnophilus doliatus","T1P2","High",1
"362","Valle del Cauca","Lluviosa","Thamnophilidae","Thamnophilus multistriatus","T1P2","High",3
"363","Tolima","Lluviosa","Thraupidae","Thraupis episcopus","T1P2","High",3
"364","Valle del Cauca","Lluviosa","Thraupidae","Thraupis episcopus","T1P2","High",6
"365","Tolima","Seca","Thraupidae","Thraupis episcopus","T1P2","High",8
"366","Valle del Cauca","Lluviosa","Thraupidae","Thraupis palmarum","T1P2","High",2
"367","Tolima","Seca","Thraupidae","Thraupis palmarum","T1P2","High",2
"368","Valle del Cauca","Seca","Thraupidae","Thraupis palmarum","T1P2","High",3
"369","Valle del Cauca","Lluviosa","Thraupidae","Tiaris obscurus","T1P2","High",4
"370","Valle del Cauca","Lluviosa","Thraupidae","Tiaris olivaceus","T1P2","High",2
"371","Valle del Cauca","Seca","Thraupidae","Tiaris olivaceus","T1P2","High",1
"372","Valle del Cauca","Lluviosa","Tyrannidae","Todirostrum cinereum ","T1P2","High",1
"373","Tolima","Seca","Tyrannidae","Todirostrum cinereum ","T1P2","High",1
"374","Tolima","Lluviosa","Tyrannidae","Tolmomyias sulphurescens","T1P2","High",1
"375","Valle del Cauca","Lluviosa","Tyrannidae","Tolmomyias sulphurescens","T1P2","High",4
"376","Tolima","Seca","Tyrannidae","Tolmomyias sulphurescens","T1P2","High",1
"377","Valle del Cauca","Seca","Tyrannidae","Tolmomyias sulphurescens","T1P2","High",1
"378","Valle del Cauca","Lluviosa","Troglodytidae","Troglodytes aedon","T1P2","High",2
"379","Tolima","Seca","Troglodytidae","Troglodytes aedon","T1P2","High",2
"380","Valle del Cauca","Seca","Troglodytidae","Troglodytes aedon","T1P2","High",1
"381","Valle del Cauca","Lluviosa","Turdidae","Turdus grayi","T1P2","High",1
"382","Valle del Cauca","Seca","Turdidae","Turdus grayi","T1P2","High",4
"383","Valle del Cauca","Lluviosa","Turdidae","Turdus ignobilis","T1P2","High",4
"384","Tolima","Seca","Turdidae","Turdus ignobilis","T1P2","High",1
"385","Valle del Cauca","Seca","Turdidae","Turdus ignobilis","T1P2","High",1
"386","Tolima","Seca","Turdidae","Turdus leucomelas","T1P2","High",3
"387","Valle del Cauca","Seca","Turdidae","Turdus leucomelas","T1P2","High",2
"388","Valle del Cauca","Lluviosa","Tyrannidae","Tyrannulus elatus","T1P2","High",1
"389","Tolima","Seca","Tyrannidae","Tyrannulus elatus","T1P2","High",3
"390","Valle del Cauca","Lluviosa","Tyrannidae","Tyrannus melancholicus","T1P2","High",4
"391","Tolima","Seca","Tyrannidae","Tyrannus melancholicus","T1P2","High",4
"392","Valle del Cauca","Seca","Tyrannidae","Tyrannus melancholicus","T1P2","High",1
"393","Valle del Cauca","Lluviosa","Charadriidae","Vanellus chilensis","T1P2","High",1
"394","Tolima","Lluviosa","Vireonidae","Vireo olivaceus","T1P2","High",1
"395","Valle del Cauca","Lluviosa","Vireonidae","Vireo olivaceus","T1P2","High",4
"396","Valle del Cauca","Seca","Vireonidae","Vireo olivaceus","T1P2","High",2
"397","Tolima","Lluviosa","Thraupidae","Volatinia jacarina","T1P2","High",2
"398","Tolima","Seca","Thraupidae","Volatinia jacarina","T1P2","High",1
"399","Valle del Cauca","Lluviosa","Furnariidae","Xiphorhynchus susurrans","T1P2","High",1
"400","Tolima","Seca","Furnariidae","Xiphorhynchus susurrans","T1P2","High",1
"401","Tolima","Seca","Columbidae","Zenaida auriculata","T1P2","High",15
"402","Valle del Cauca","Lluviosa","Tyrannidae","Zimmerius chrysops","T1P2","High",2
"403","Tolima","Lluviosa","Trochilidae","Amazilia tzacatl","T1P3","High",1
"404","Valle del Cauca","Lluviosa","Trochilidae","Amazilia tzacatl","T1P3","High",4
"405","Tolima","Lluviosa","Psittacidae","Amazona ochrocephala","T1P3","High",4
"406","Tolima","Seca","Psittacidae","Amazona ochrocephala","T1P3","High",1
"407","Tolima","Lluviosa","Rallidae","Aramides cajaneus","T1P3","High",1
"408","Tolima","Lluviosa","Tyrannidae","Atalotriccus pilaris","T1P3","High",1
"409","Tolima","Seca","Tyrannidae","Atalotriccus pilaris","T1P3","High",1
"410","Tolima","Lluviosa","Parulidae","Basileuterus rufifrons","T1P3","High",3
"411","Valle del Cauca","Lluviosa","Parulidae","Basileuterus rufifrons","T1P3","High",3
"412","Tolima","Seca","Parulidae","Basileuterus rufifrons","T1P3","High",5
"413","Tolima","Seca","Psittacidae","Brotogeris jugularis","T1P3","High",1
"414","Valle del Cauca","Seca","Ardeidae","Bubulcus ibis","T1P3","High",4
"415","Valle del Cauca","Seca","Tyrannidae","Camptostoma obsoletum","T1P3","High",6
"416","Tolima","Seca","Troglodytidae","Campylorhynchus griseus","T1P3","High",2
"417","Tolima","Seca","Turdidae","Catharus ustulatus","T1P3","High",2
"418","Tolima","Lluviosa","Trochilidae","Chalybura buffonii","T1P3","High",1
"419","Valle del Cauca","Lluviosa","Trochilidae","Chalybura buffonii","T1P3","High",1
"420","Valle del Cauca","Seca","Trochilidae","Chlorostilbon gibsoni","T1P3","High",1
"421","Valle del Cauca","Seca","Trochilidae","Chrysolampis mosquitus","T1P3","High",1
"422","Tolima","Lluviosa","Icteridae","Chrysomus icterocephalus","T1P3","High",1
"423","Tolima","Seca","Columbidae","Claravis pretiosa","T1P3","High",1
"424","Tolima","Lluviosa","Tyrannidae","Cnemotriccus fuscatus","T1P3","High",2
"425","Tolima","Seca","Tyrannidae","Cnemotriccus fuscatus","T1P3","High",2
"426","Tolima","Seca","Cuculidae","Coccyzus americanus","T1P3","High",1
"427","Tolima","Lluviosa","Thraupidae","Coereba flaveola","T1P3","High",1
"428","Tolima","Seca","Thraupidae","Coereba flaveola","T1P3","High",4
"429","Tolima","Lluviosa","Odontophoridae","Colinus cristatus","T1P3","High",2
"430","Tolima","Seca","Odontophoridae","Colinus cristatus","T1P3","High",2
"431","Valle del Cauca","Seca","Odontophoridae","Colinus cristatus","T1P3","High",3
"432","Valle del Cauca","Lluviosa","Columbidae","Columba livia","T1P3","High",1
"433","Tolima","Lluviosa","Columbidae","Columbina minuta","T1P3","High",4
"434","Tolima","Seca","Columbidae","Columbina minuta","T1P3","High",2
"435","Tolima","Lluviosa","Columbidae","Columbina talpacoti","T1P3","High",6
"436","Tolima","Seca","Columbidae","Columbina talpacoti","T1P3","High",5
"437","Tolima","Seca","Thraupidae","Conirostrum leucogenys","T1P3","High",2
"438","Tolima","Seca","Tyrannidae","Contopus virens","T1P3","High",5
"439","Tolima","Lluviosa","Cuculidae","Crotophaga ani","T1P3","High",3
"440","Valle del Cauca","Lluviosa","Cuculidae","Crotophaga ani","T1P3","High",4
"441","Tolima","Seca","Cuculidae","Crotophaga ani","T1P3","High",7
"442","Valle del Cauca","Seca","Cuculidae","Crotophaga ani","T1P3","High",2
"443","Tolima","Lluviosa","Tinamidae","Crypturellus soui","T1P3","High",1
"444","Tolima","Seca","Cardinalidae","Cyanocompsa cyanoides","T1P3","High",1
"445","Valle del Cauca","Lluviosa","Corvidae","Cyanocorax affinis","T1P3","High",2
"446","Tolima","Lluviosa","Vireonidae","Cyclarhis gujanensis","T1P3","High",2
"447","Tolima","Seca","Vireonidae","Cyclarhis gujanensis","T1P3","High",2
"448","Tolima","Seca","Trochilidae","Damophila julie","T1P3","High",1
"449","Tolima","Lluviosa","Furnariidae","Dendrocincla fuliginosa","T1P3","High",1
"450","Tolima","Lluviosa","Furnariidae","Dendrocolaptes certhia","T1P3","High",1
"451","Tolima","Lluviosa","Anatidae","Dendrocygna autumnalis","T1P3","High",6
"452","Tolima","Seca","Anatidae","Dendrocygna autumnalis","T1P3","High",2
"453","Tolima","Seca","Tyrannidae","Elaenia chiriquensis","T1P3","High",1
"454","Tolima","Lluviosa","Tyrannidae","Elaenia flavogaster","T1P3","High",3
"455","Valle del Cauca","Lluviosa","Tyrannidae","Elaenia flavogaster","T1P3","High",1
"456","Tolima","Seca","Tyrannidae","Elaenia flavogaster","T1P3","High",8
"457","Valle del Cauca","Seca","Tyrannidae","Elaenia flavogaster","T1P3","High",8
"458","Tolima","Seca","Tyrannidae","Empidonax traillii","T1P3","High",3
"459","Tolima","Lluviosa","Tyrannidae","Empidonax virescens","T1P3","High",1
"460","Valle del Cauca","Lluviosa","Fringillidae","Euphonia concinna","T1P3","High",1
"461","Tolima","Lluviosa","Thraupidae","Euphonia laniirostris","T1P3","High",5
"462","Valle del Cauca","Lluviosa","Thraupidae","Euphonia laniirostris","T1P3","High",1
"463","Tolima","Seca","Thraupidae","Euphonia laniirostris","T1P3","High",2
"464","Tolima","Seca","Psittacidae","Eupsittula pertinax","T1P3","High",6
"465","Tolima","Lluviosa","Tyrannidae","Euscarthmus meloryphus","T1P3","High",3
"466","Tolima","Seca","Tyrannidae","Euscarthmus meloryphus","T1P3","High",4
"467","Tolima","Lluviosa","Thamnophilidae","Formicivora intermedia","T1P3","High",1
"468","Tolima","Seca","Thamnophilidae","Formicivora intermedia","T1P3","High",1
"469","Tolima","Lluviosa","Galbulidae","Galbula ruficauda","T1P3","High",1
"470","Tolima","Lluviosa","Tyrannidae","Hemitriccus margaritaceiventer","T1P3","High",1
"471","Tolima","Seca","Tyrannidae","Hemitriccus margaritaceiventer","T1P3","High",2
"472","Valle del Cauca","Lluviosa","Troglodytidae","Henicorhina leucophrys","T1P3","High",1
"473","Tolima","Lluviosa","Falconidae","Herpetotheres cachinnans","T1P3","High",1
"474","Tolima","Lluviosa","Hirundinidae","Hirundo rustica","T1P3","High",4
"475","Tolima","Lluviosa","Vireonidae","Hylophilus flavipes","T1P3","High",1
"476","Tolima","Seca","Vireonidae","Hylophilus flavipes","T1P3","High",5
"477","Tolima","Lluviosa","Icteridae","Icterus chrysater","T1P3","High",1
"478","Valle del Cauca","Lluviosa","Icteridae","Icterus chrysater","T1P3","High",1
"479","Valle del Cauca","Seca","Icteridae","Icterus chrysater","T1P3","High",5
"480","Tolima","Seca","Furnariidae","Lepidocolaptes souleyetii","T1P3","High",1
"481","Tolima","Seca","Trochilidae","Lepidopyga goudoti","T1P3","High",1
"482","Tolima","Seca","Tyrannidae","Leptopogon amaurocephalus","T1P3","High",3
"483","Tolima","Lluviosa","Columbidae","Leptotila verreauxi","T1P3","High",9
"484","Valle del Cauca","Lluviosa","Columbidae","Leptotila verreauxi","T1P3","High",1
"485","Tolima","Seca","Columbidae","Leptotila verreauxi","T1P3","High",3
"486","Valle del Cauca","Seca","Columbidae","Leptotila verreauxi","T1P3","High",1
"487","Valle del Cauca","Lluviosa","Pipridae","Manacus manacus","T1P3","High",1
"488","Tolima","Lluviosa","Tyrannidae","Megarynchus pitangua","T1P3","High",1
"489","Tolima","Seca","Tyrannidae","Megarynchus pitangua","T1P3","High",2
"490","Tolima","Seca","Picidae","Melanerpes rubricapillus","T1P3","High",1
"491","Tolima","Lluviosa","Falconidae","Milvago chimachima","T1P3","High",1
"492","Valle del Cauca","Lluviosa","Mimidae","Mimus gilvus","T1P3","High",1
"493","Valle del Cauca","Seca","Mimidae","Mimus gilvus","T1P3","High",3
"494","Valle del Cauca","Lluviosa","Icteridae","Molothrus bonariensis","T1P3","High",1
"495","Tolima","Lluviosa","Tyrannidae","Myiarchus apicalis","T1P3","High",3
"496","Tolima","Seca","Tyrannidae","Myiarchus panamensis","T1P3","High",7
"497","Tolima","Seca","Tyrannidae","Myiarchus tuberculifer","T1P3","High",1
"498","Valle del Cauca","Seca","Tyrannidae","Myiarchus tuberculifer","T1P3","High",1
"499","Tolima","Lluviosa","Tyrannidae","Myiarchus venezuelensis","T1P3","High",1
"500","Tolima","Seca","Tyrannidae","Myiodynastes luteiventris","T1P3","High",1
"501","Tolima","Lluviosa","Tyrannidae","Myiozetetes cayanensis","T1P3","High",1
"502","Valle del Cauca","Lluviosa","Tyrannidae","Myiozetetes cayanensis","T1P3","High",2
"503","Tolima","Seca","Tyrannidae","Myiozetetes similis","T1P3","High",1
"504","Tolima","Seca","Thamnophilidae","Myrmeciza longipes","T1P3","High",1
"505","Valle del Cauca","Lluviosa","Tyrannidae","Ornithion brunneicapillus","T1P3","High",1
"506","Tolima","Lluviosa","Cracidae","Ortalis columbiana","T1P3","High",2
"507","Tolima","Seca","Tityridae","Pachyramphus cinnamomeus","T1P3","High",1
"508","Valle del Cauca","Seca","Tityridae","Pachyrhamphus homochrous","T1P3","High",2
"509","Tolima","Lluviosa","Columbidae","Patagioenas cayennensis","T1P3","High",1
"510","Valle del Cauca","Lluviosa","Columbidae","Patagioenas cayennensis","T1P3","High",1
"511","Valle del Cauca","Seca","Columbidae","Patagioenas cayennensis","T1P3","High",5
"512","Valle del Cauca","Lluviosa","Tyrannidae","Phaeomyias murina","T1P3","High",1
"513","Tolima","Seca","Tyrannidae","Phaeomyias murina","T1P3","High",2
"514","Tolima","Seca","Trochilidae","Phaethornis anthophilus","T1P3","High",1
"515","Valle del Cauca","Lluviosa","Trochilidae","Phaethornis syrmatophorus","T1P3","High",1
"516","Tolima","Lluviosa","Troglodytidae","Pheugopedius fasciatoventris","T1P3","High",2
"517","Valle del Cauca","Seca","Cuculidae","Piaya cayana","T1P3","High",2
"518","Tolima","Seca","Picidae","Picumnus olivaceus","T1P3","High",1
"519","Valle del Cauca","Seca","Psittacidae","Pionus menstruus","T1P3","High",2
"520","Tolima","Seca","Cardinalidae","Piranga rubra","T1P3","High",2
"521","Tolima","Lluviosa","Tyrannidae","Pitangus sulphuratus","T1P3","High",3
"522","Valle del Cauca","Lluviosa","Tyrannidae","Pitangus sulphuratus","T1P3","High",2
"523","Tolima","Seca","Tyrannidae","Pitangus sulphuratus","T1P3","High",2
"524","Valle del Cauca","Seca","Tyrannidae","Pitangus sulphuratus","T1P3","High",3
"525","Tolima","Seca","Tyrannidae","Poecilotriccus sylvia","T1P3","High",1
"526","Valle del Cauca","Seca","Tyrannidae","Poecilotriccus sylvia","T1P3","High",4
"527","Tolima","Lluviosa","Polioptilidae","Polioptila plumbea","T1P3","High",2
"528","Tolima","Seca","Polioptilidae","Polioptila plumbea","T1P3","High",1
"529","Tolima","Lluviosa","Thraupidae","Ramphocelus dimidiatus","T1P3","High",1
"530","Tolima","Seca","Thraupidae","Ramphocelus dimidiatus","T1P3","High",1
"531","Valle del Cauca","Seca","Thraupidae","Ramphocelus dimidiatus","T1P3","High",2
"532","Valle del Cauca","Lluviosa","Thraupidae","Ramphocelus flammigerus","T1P3","High",1
"533","Tolima","Lluviosa","Accipitridae","Rupornis magnirostris","T1P3","High",1
"534","Tolima","Seca","Accipitridae","Rupornis magnirostris","T1P3","High",5
"535","Valle del Cauca","Seca","Accipitridae","Rupornis magnirostris","T1P3","High",5
"536","Tolima","Lluviosa","Cardinalidae","Saltator striatipectus","T1P3","High",3
"537","Valle del Cauca","Lluviosa","Cardinalidae","Saltator striatipectus","T1P3","High",1
"538","Tolima","Seca","Cardinalidae","Saltator striatipectus","T1P3","High",5
"539","Valle del Cauca","Seca","Cardinalidae","Saltator striatipectus","T1P3","High",8
"540","Valle del Cauca","Seca","Parulidae","Setophaga fusca","T1P3","High",1
"541","Tolima","Lluviosa","Thraupidae","Sicalis flaveola","T1P3","High",1
"542","Valle del Cauca","Seca","Thraupidae","Sicalis flaveola","T1P3","High",2
"543","Tolima","Seca","Thraupidae","Sporophila minuta","T1P3","High",1
"544","Tolima","Lluviosa","Thraupidae","Sporophila nigricollis","T1P3","High",1
"545","Valle del Cauca","Seca","Thraupidae","Sporophila nigricollis","T1P3","High",5
"546","Valle del Cauca","Seca","Apodidae","Streptoprocne zonaris","T1P3","High",10
"547","Tolima","Lluviosa","Icteridae","Sturnella militaris","T1P3","High",5
"548","Tolima","Seca","Furnariidae","Synallaxis albescens","T1P3","High",1
"549","Tolima","Lluviosa","Furnariidae","Synallaxis brachyura","T1P3","High",1
"550","Valle del Cauca","Seca","Furnariidae","Synallaxis brachyura","T1P3","High",2
"551","Tolima","Lluviosa","Thraupidae","Tachyphonus luctuosus","T1P3","High",1
"552","Valle del Cauca","Lluviosa","Thraupidae","Tangara nigroviridis","T1P3","High",2
"553","Tolima","Lluviosa","Thraupidae","Tangara vitriolina","T1P3","High",3
"554","Tolima","Seca","Thraupidae","Tangara vitriolina","T1P3","High",2
"555","Valle del Cauca","Seca","Thraupidae","Tangara vitriolina","T1P3","High",6
"556","Tolima","Lluviosa","Cuculidae","Tapera naevia","T1P3","High",1
"557","Tolima","Seca","Cuculidae","Tapera naevia","T1P3","High",6
"558","Tolima","Seca","Thamnophilidae","Thamnophilus atrinucha","T1P3","High",4
"559","Tolima","Lluviosa","Thamnophilidae","Thamnophilus doliatus","T1P3","High",3
"560","Valle del Cauca","Seca","Thamnophilidae","Thamnophilus doliatus","T1P3","High",4
"561","Tolima","Lluviosa","Thraupidae","Thraupis episcopus","T1P3","High",8
"562","Valle del Cauca","Lluviosa","Thraupidae","Thraupis episcopus","T1P3","High",1
"563","Tolima","Seca","Thraupidae","Thraupis episcopus","T1P3","High",6
